incidentid,priority,cars,length,backlog,location,epoch
87,4,1,40,41,385,1647506147
88,2,1,27,29,509,1647506158
89,3,1,28,27,309,1647506493
90,3,2,14,20,85,1647506631
91,4,1,22,64,284,1647506864
92,3,1,10,21,365,1647506886
93,2,3,49,49,128,1647507026
94,3,1,9,37,323,1647507112
95,2,1,27,33,285,1647507204
96,3,1,20,56,312,1647507682
97,3,1,86,23,190,1647507816
98,4,1,20,49,195,1647508049
99,1,2,86,20,147,1647508147
100,3,1,7,58,209,1647508223
101,3,1,7,50,18,1647508262
102,4,1,8,53,190,1647508281
103,1,2,15,51,117,1647508311
104,3,2,20,58,227,1647508314
105,2,1,11,50,254,1647508366
106,3,1,61,43,73,1647508568
107,3,1,62,31,192,1647508571
108,2,1,52,27,162,1647508611
109,2,1,72,42,162,1647508716
110,4,2,18,38,409,1647508875
111,3,1,64,56,180,1647509082
112,4,1,36,29,170,1647509099
113,2,1,25,45,247,1647509202
114,4,3,15,50,243,1647509294
115,2,2,7,11,248,1647509582
116,4,1,71,14,259,1647509586
117,3,1,59,12,78,1647509682
118,4,1,89,34,103,1647509765
119,1,1,18,39,281,1647509777
120,4,1,107,38,506,1647509822
121,3,1,18,27,240,1647509877
122,4,2,38,35,315,1647510016
123,4,1,48,11,192,1647510025
124,3,2,35,29,73,1647510371
125,3,1,18,19,398,1647510589
126,3,1,5,34,170,1647510627
127,3,2,58,32,221,1647510701
128,4,1,23,50,482,1647510763
129,4,1,58,43,339,1647510786
130,4,1,4,47,364,1647511016
131,4,1,39,25,128,1647511412
132,3,1,39,26,312,1647511496
133,4,1,29,81,412,1647511808
134,3,3,17,42,190,1647511818
135,2,1,28,61,130,1647511929
136,4,1,19,34,295,1647512091
137,2,1,31,24,270,1647512196
138,3,1,46,33,300,1647512244
139,2,2,42,50,20,1647512290
140,4,1,27,33,70,1647512302
141,3,1,11,16,342,1647512311
142,1,2,21,49,263,1647512322
143,3,1,18,66,268,1647512438
144,3,2,9,23,280,1647512450
145,4,1,20,29,101,1647512476
146,3,1,29,26,190,1647512571
147,4,1,29,22,383,1647512631
148,1,1,49,24,206,1647512678
149,4,1,13,43,206,1647512744
150,3,1,22,14,180,1647512783
151,3,3,12,40,245,1647512868
152,4,1,4,31,56,1647512946
153,3,1,75,61,110,1647512947
154,4,1,25,59,161,1647512960
155,4,1,6,25,193,1647512996
156,3,2,20,44,5,1647513116
157,3,1,43,41,330,1647513155
158,3,1,33,20,322,1647513222
159,4,1,66,45,141,1647513251
160,4,2,18,53,296,1647513517
161,4,1,27,33,224,1647513604
162,1,1,3,30,129,1647513615
163,2,2,26,37,222,1647513653
164,4,1,41,28,369,1647513993
165,2,1,60,31,304,1647514005
166,3,1,51,24,157,1647514024
167,2,1,42,66,496,1647514034
168,2,1,18,28,267,1647514137
169,3,1,33,52,220,1647514192
170,4,2,17,31,195,1647514194
171,3,1,33,49,318,1647514202
172,4,1,35,15,284,1647514299
173,4,2,11,26,165,1647514351
174,4,1,71,15,224,1647514373
175,2,1,9,40,207,1647514394
176,4,1,28,38,134,1647514670
177,4,3,18,45,261,1647514947
178,4,1,38,50,146,1647515067
179,4,1,64,56,255,1647515140
180,3,1,9,29,251,1647515230
181,4,1,60,63,368,1647515345
182,2,1,37,14,431,1647515347
183,2,1,52,44,99,1647515372
184,4,1,56,73,34,1647515604
185,3,1,62,58,171,1647515630
186,4,1,48,41,299,1647515692
187,2,1,56,14,294,1647515758
188,3,2,7,40,165,1647515779
189,2,1,4,41,281,1647515791
190,1,1,7,22,429,1647516027
191,2,3,11,23,280,1647516185
192,3,1,82,10,208,1647516296
193,3,1,49,18,282,1647516369
194,3,1,18,41,180,1647516458
195,4,1,49,51,313,1647516525
196,2,1,3,57,32,1647516533
197,3,2,20,51,190,1647516701
198,4,1,1,35,178,1647516722
199,1,2,45,52,312,1647516826
200,3,1,54,43,205,1647516839
201,2,2,19,18,208,1647516975
202,2,1,11,21,87,1647517079
203,2,1,31,42,326,1647517238
204,3,1,21,66,177,1647517275
205,3,2,71,53,264,1647517311
206,3,2,43,17,280,1647517339
207,1,1,18,30,210,1647517466
208,3,1,2,45,240,1647517471
209,3,1,38,12,157,1647517533
210,2,1,73,39,161,1647517647
211,4,2,44,33,295,1647517741
212,1,1,29,19,195,1647518469
213,4,1,12,29,118,1647518522
214,4,1,36,46,180,1647518574
215,3,1,47,35,267,1647518771
216,3,1,54,48,251,1647519002
217,2,1,16,23,295,1647519392
218,2,1,15,28,506,1647519439
219,3,1,90,30,236,1647519582
220,4,3,52,49,173,1647519723
221,3,1,25,59,322,1647519782
222,4,1,29,35,222,1647519809
223,2,1,41,17,178,1647519930
224,3,1,55,39,401,1647519966
225,3,1,76,28,207,1647520107
226,2,1,61,26,252,1647520107
227,3,1,14,50,237,1647520190
228,4,2,19,36,193,1647520242
229,2,2,23,51,193,1647520310
230,3,2,8,64,463,1647520363
231,3,1,3,40,226,1647520470
232,3,1,19,53,345,1647520477
233,4,1,38,14,240,1647520575
234,3,1,11,15,162,1647520587
235,4,1,69,34,150,1647520611
236,3,1,55,34,330,1647520690
237,4,1,21,32,295,1647520878
238,3,3,31,13,195,1647521014
239,2,1,2,23,235,1647521038
240,4,1,29,37,249,1647521132
241,3,1,14,19,90,1647521250
242,4,1,54,15,45,1647521314
243,3,1,3,28,239,1647521463
244,2,1,3,57,253,1647521466
245,4,1,38,18,141,1647521483
246,3,1,38,41,370,1647521537
247,2,1,89,43,150,1647521562
248,3,2,38,24,314,1647521572
249,4,2,65,38,280,1647521644
250,4,3,57,41,125,1647521751
251,4,1,47,19,296,1647521798
252,4,1,74,37,282,1647521801
253,3,1,76,61,98,1647521816
254,4,1,19,10,349,1647521825
255,3,1,19,58,439,1647522169
256,4,1,46,36,88,1647522196
257,4,1,7,21,248,1647522422
258,3,1,18,26,193,1647522494
259,3,1,34,45,206,1647522496
260,3,1,39,66,298,1647522510
261,3,1,37,16,240,1647522597
262,2,1,17,37,311,1647522651
263,4,1,1,23,55,1647522660
264,2,3,8,23,246,1647522669
265,4,2,48,71,238,1647522908
266,3,1,12,28,161,1647522933
267,4,1,17,39,213,1647523049
268,2,1,36,22,360,1647523217
269,3,1,39,34,224,1647523241
270,4,1,42,45,88,1647523256
271,4,1,51,58,162,1647523324
272,3,1,26,30,319,1647523491
273,4,1,52,21,218,1647523638
274,3,1,4,33,497,1647523688
275,4,2,50,27,328,1647523743
276,3,1,5,16,179,1647523878
277,3,2,6,81,149,1647524050
278,3,1,8,22,266,1647524243
279,4,1,2,23,384,1647524257
280,4,2,84,30,175,1647524307
281,4,2,12,44,177,1647524400
282,2,2,42,20,441,1647524507
283,4,2,25,12,180,1647524507
284,3,1,31,53,199,1647524518
285,3,1,35,27,141,1647524557
286,4,2,24,21,224,1647524714
287,3,1,43,21,386,1647524832
288,4,2,28,46,277,1647524876
289,3,2,57,44,193,1647524878
290,4,1,6,56,223,1647524899
291,3,1,61,35,190,1647524971
292,4,3,22,40,285,1647525080
293,3,1,43,13,345,1647525174
294,2,1,32,29,148,1647525256
295,2,2,41,48,411,1647525296
296,1,1,11,54,396,1647525317
297,3,3,76,20,172,1647525466
298,3,1,35,51,173,1647525488
299,4,2,47,39,249,1647525535
300,3,1,21,42,44,1647525639
301,4,1,20,67,180,1647525680
302,4,3,60,17,285,1647526023
303,2,1,46,29,338,1647526170
304,3,1,27,26,165,1647526199
305,4,1,40,70,208,1647526205
306,3,1,38,24,209,1647526363
307,3,1,33,36,263,1647526409
308,4,2,33,47,191,1647526431
309,4,2,35,56,280,1647526532
310,2,2,8,28,297,1647526548
311,2,1,86,37,71,1647526723
312,4,1,30,48,240,1647526827
313,3,1,34,33,203,1647526916
314,3,1,13,54,240,1647526917
315,4,1,67,23,393,1647526955
316,3,2,69,21,306,1647526988
317,2,1,36,38,352,1647527003
318,4,1,10,42,145,1647527080
319,4,1,20,21,326,1647527093
320,4,1,21,43,72,1647527193
321,2,1,56,20,254,1647527228
322,4,1,33,34,279,1647527259
323,4,3,18,28,75,1647527269
324,3,2,8,36,434,1647527308
325,4,1,12,24,239,1647527340
326,1,1,25,41,297,1647527340
327,4,1,25,47,239,1647527385
328,4,1,95,66,360,1647527525
329,4,1,16,19,81,1647527568
330,2,1,3,14,234,1647527625
331,4,1,35,46,160,1647527687
332,2,3,26,30,12,1647527894
333,3,2,78,27,264,1647527934
334,3,2,39,39,101,1647528171
335,4,2,23,56,104,1647528249
336,3,1,31,33,329,1647528265
337,4,2,71,31,247,1647528428
338,4,1,40,30,255,1647528436
339,4,2,43,54,146,1647528496
340,4,1,55,47,87,1647528594
341,3,1,85,37,299,1647528658
342,3,1,17,34,359,1647528722
343,1,1,43,29,115,1647528768
344,4,1,44,46,178,1647528850
345,4,1,38,12,314,1647529000
346,2,1,57,23,354,1647529140
347,3,2,40,52,284,1647529459
348,4,1,25,35,175,1647529530
349,3,1,74,34,481,1647529620
350,4,1,38,11,338,1647529902
351,2,2,77,14,179,1647530207
352,4,1,1,22,73,1647530395
353,4,2,59,53,205,1647530431
354,3,2,31,26,296,1647530600
355,3,1,69,26,371,1647530615
356,4,1,17,50,261,1647530991
357,3,2,59,24,277,1647531079
358,4,2,4,40,193,1647531485
359,2,1,33,43,204,1647531512
360,4,2,30,48,209,1647531541
361,3,1,19,50,488,1647531768
362,3,1,19,41,386,1647531857
363,3,1,16,20,278,1647531901
364,2,1,7,53,164,1647531901
365,4,1,48,44,296,1647532004
366,2,1,35,55,315,1647532048
367,4,1,23,12,247,1647532226
368,4,1,39,35,306,1647532371
369,3,2,44,45,409,1647532542
370,4,1,24,21,274,1647532662
371,3,1,26,33,299,1647532882
372,2,2,53,44,263,1647532934
373,1,1,56,28,262,1647532935
374,3,1,10,44,313,1647532958
375,4,2,30,17,379,1647533069
376,4,1,69,43,210,1647533192
377,1,2,87,41,197,1647533227
378,3,1,24,30,269,1647533237
379,3,1,53,41,155,1647533299
380,2,1,9,43,112,1647533340
381,1,1,49,21,323,1647533395
382,4,1,35,36,128,1647533459
383,4,1,27,40,418,1647533604
384,3,1,75,42,250,1647533692
385,1,1,37,27,246,1647533787
386,3,3,61,59,372,1647533844
387,4,1,17,47,90,1647533964
388,3,1,3,13,416,1647534107
389,2,2,58,28,280,1647534137
390,1,1,12,27,298,1647534278
391,3,1,7,38,206,1647534296
392,1,1,37,22,431,1647534310
393,2,2,25,30,315,1647534324
394,4,1,19,30,320,1647534369
395,3,1,44,23,375,1647534415
396,4,1,36,36,267,1647534528
397,3,1,22,26,134,1647534573
398,2,1,31,31,165,1647534756
399,3,2,26,18,444,1647535046
400,3,1,24,38,220,1647535513
401,2,2,38,64,89,1647535752
402,4,1,50,28,341,1647535778
403,4,1,22,31,195,1647535835
404,2,1,67,58,350,1647535985
405,4,1,37,29,87,1647536097
406,4,1,9,37,269,1647536488
407,4,1,26,40,213,1647536910
408,2,1,120,47,327,1647536924
409,4,1,34,48,345,1647536943
410,3,1,39,44,146,1647537038
411,4,1,10,62,329,1647537725
412,4,2,101,20,450,1647538078
413,4,1,33,29,188,1647538301
414,4,1,46,11,180,1647538321
415,3,1,28,55,224,1647538515
416,3,3,2,79,210,1647538549
417,3,2,48,45,285,1647538560
418,4,1,20,26,220,1647538571
419,3,2,28,30,180,1647538719
420,4,3,34,25,239,1647538808
421,4,1,35,24,430,1647538961
422,3,2,32,21,209,1647538964
423,4,1,46,35,220,1647539238
424,4,1,68,16,312,1647539524
425,3,1,32,37,317,1647539627
426,3,1,25,56,245,1647539883
427,3,2,43,20,125,1647540375
428,3,1,32,14,101,1647540397
429,4,1,32,31,244,1647541256
430,4,1,33,46,253,1647541500
431,4,4,7,29,285,1647541998
432,4,1,1,26,70,1647542114
433,3,1,9,24,115,1647542210
434,3,1,3,14,221,1647542465
435,2,2,22,29,235,1647542603
436,2,1,4,13,120,1647542761
437,4,1,29,24,496,1647542929
438,4,1,43,35,254,1647542947
439,4,1,24,37,314,1647542949
440,1,2,11,42,355,1647543898
441,3,1,40,53,128,1647544383
442,4,1,20,11,281,1647544522
443,3,1,91,20,313,1647544572
444,3,1,15,22,251,1647544649
445,4,1,51,24,279,1647545001
446,4,1,26,34,314,1647545284
447,3,2,13,55,45,1647545449
448,4,1,16,48,248,1647545499
449,3,1,51,48,75,1647546762
450,4,3,53,25,455,1647547931
451,4,1,44,71,262,1647548463
452,3,1,21,34,387,1647549241
453,4,1,24,49,191,1647549822
454,4,1,26,27,246,1647549853
455,1,2,23,34,341,1647551586
456,3,1,65,51,296,1647553334
457,4,1,73,16,3,1647553601
458,4,2,25,11,285,1647554060
459,3,1,43,25,180,1647554233
460,3,1,43,81,189,1647557776
461,4,1,16,41,118,1647560317
462,2,1,14,32,175,1647563484
463,1,1,12,16,255,1647568340
464,3,1,11,20,225,1647568398
465,2,1,16,36,278,1647570456
466,4,1,47,17,243,1647572170
467,4,2,43,23,182,1647573309
468,4,1,35,23,131,1647573979
469,2,2,18,39,386,1647574666
470,4,1,54,10,313,1647574736
471,3,1,18,44,210,1647574902
472,3,1,32,18,359,1647576514
473,2,1,10,53,274,1647576629
474,2,1,16,29,359,1647577129
475,3,1,40,29,96,1647577207
476,3,2,27,29,295,1647577237
477,2,2,3,25,279,1647577295
478,2,1,63,43,225,1647577296
479,4,1,30,31,283,1647577596
480,4,1,30,24,190,1647577916
481,4,1,13,18,131,1647578216
482,4,1,19,25,296,1647578321
483,3,2,55,37,281,1647578557
484,3,2,29,27,40,1647579349
485,3,1,22,31,398,1647579947
486,3,1,14,10,190,1647579966
487,4,2,28,45,196,1647580114
488,4,1,8,26,259,1647580134
489,3,1,47,23,280,1647582374
490,3,2,36,31,137,1647582509
491,4,1,24,27,297,1647582935
492,4,1,30,37,312,1647582949
493,3,1,31,12,100,1647582973
494,4,1,6,54,334,1647583767
495,4,2,24,42,349,1647583977
496,3,2,9,60,247,1647584038
497,4,1,24,35,261,1647584065
498,3,2,12,33,416,1647584165
499,4,2,2,10,239,1647584517
500,2,2,5,40,223,1647584706
501,4,1,25,13,237,1647584788
502,3,2,17,55,329,1647585304
503,4,1,5,16,161,1647585492
504,3,1,19,32,114,1647585855
505,3,2,89,48,340,1647586207
506,4,1,16,30,240,1647586365
507,4,1,58,45,186,1647587096
508,4,2,10,24,496,1647587356
509,4,1,56,25,298,1647587444
510,4,1,10,29,239,1647587538
511,4,1,16,26,261,1647587641
512,3,1,28,16,219,1647587726
513,3,2,36,28,209,1647587768
514,3,1,4,38,240,1647587813
515,3,1,31,28,297,1647587904
516,3,1,20,46,391,1647587942
517,4,1,7,18,172,1647588108
518,4,1,9,69,331,1647588143
519,3,2,32,22,206,1647588183
520,3,1,35,51,81,1647588252
521,3,2,10,32,323,1647589177
522,3,2,36,39,190,1647589334
523,4,1,15,14,247,1647589575
524,4,1,28,65,100,1647589588
525,3,1,54,36,234,1647589779
526,3,1,46,61,20,1647590136
527,4,1,41,18,255,1647590579
528,4,1,17,49,255,1647590654
529,3,1,53,55,84,1647590694
530,4,2,12,46,64,1647590725
531,4,1,62,45,247,1647590956
532,4,1,17,39,468,1647590960
533,4,2,27,35,269,1647590985
534,2,1,72,31,117,1647590985
535,4,1,35,67,327,1647591007
536,3,1,69,26,333,1647591369
537,4,1,48,22,225,1647591370
538,4,3,48,14,299,1647591473
539,4,1,29,27,205,1647591503
540,4,2,20,40,104,1647591673
541,2,3,44,32,248,1647591684
542,3,1,27,56,220,1647591729
543,4,2,19,23,101,1647591760
544,4,1,2,18,285,1647591781
545,2,1,33,41,292,1647591784
546,3,1,17,54,224,1647592124
547,4,1,24,54,281,1647592291
548,3,1,40,32,358,1647592583
549,2,1,54,65,284,1647592648
550,3,1,51,53,18,1647592667
551,3,1,40,30,225,1647592712
552,3,1,27,46,206,1647592716
553,2,1,33,29,174,1647592842
554,3,1,10,25,295,1647592858
555,4,1,33,65,399,1647592896
556,1,2,44,28,195,1647592900
557,3,2,76,46,245,1647593049
558,4,2,26,42,187,1647593105
559,4,2,57,27,210,1647593125
560,3,2,34,41,134,1647593184
561,3,1,30,13,236,1647593532
562,4,2,68,24,175,1647593830
563,3,2,25,12,313,1647594080
564,4,2,17,44,258,1647594342
565,4,1,33,51,82,1647594392
566,4,1,18,27,311,1647594409
567,4,1,6,20,247,1647594464
568,3,1,23,20,180,1647594465
569,4,1,7,18,247,1647594841
570,4,1,47,34,190,1647594964
571,4,2,12,24,483,1647595093
572,4,1,63,29,261,1647595113
573,3,3,88,21,339,1647595129
574,3,1,8,40,251,1647595232
575,3,2,47,32,284,1647595354
576,4,1,82,57,282,1647595432
577,2,2,40,25,195,1647595490
578,2,1,9,19,309,1647595605
579,3,1,2,29,50,1647595695
580,4,1,18,26,180,1647595827
581,3,2,31,18,117,1647595914
582,4,1,60,56,249,1647595990
583,3,1,3,22,86,1647596041
584,4,1,11,51,338,1647596047
585,3,1,55,16,296,1647596070
586,4,1,11,28,247,1647596103
587,3,1,55,12,312,1647596527
588,4,1,51,48,165,1647596531
589,2,1,58,28,364,1647596630
590,3,1,21,19,119,1647596701
591,3,4,12,26,12,1647596737
592,4,1,57,14,286,1647596778
593,1,1,25,17,276,1647597036
594,4,1,13,49,240,1647597103
595,3,1,11,24,205,1647597210
596,4,1,65,35,462,1647597379
597,4,1,17,52,236,1647597631
598,2,1,42,46,134,1647597756
599,3,2,79,28,411,1647597804
600,3,2,38,34,283,1647597981
601,3,2,13,37,342,1647598014
602,3,1,27,44,204,1647598093
603,4,1,39,35,131,1647598248
604,4,2,66,38,294,1647598277
605,3,3,18,59,131,1647598416
606,3,1,24,35,409,1647598458
607,3,1,16,33,264,1647598580
608,4,2,34,58,145,1647598689
609,3,1,32,40,356,1647598795
610,3,2,45,31,276,1647598806
611,4,1,29,31,270,1647599088
612,4,2,11,49,88,1647599101
613,4,1,4,31,203,1647599361
614,4,1,27,35,385,1647599542
615,4,2,26,60,297,1647599695
616,2,2,2,54,209,1647599865
617,1,1,43,23,312,1647600162
618,4,1,5,30,309,1647600253
619,4,1,23,40,135,1647600288
620,3,3,19,42,420,1647600306
621,2,1,32,68,315,1647600373
622,2,1,29,40,51,1647600484
623,3,1,51,28,496,1647600486
624,4,1,25,41,179,1647600509
625,3,1,68,21,444,1647600510
626,3,1,17,27,262,1647600533
627,4,1,2,49,309,1647600549
628,4,1,9,40,378,1647600633
629,1,1,27,16,269,1647600764
630,3,1,3,21,225,1647600788
631,4,1,41,52,69,1647600875
632,2,1,50,30,54,1647600876
633,1,1,2,23,172,1647600934
634,4,1,28,28,221,1647600967
635,2,1,26,39,179,1647601010
636,2,1,28,32,445,1647601224
637,4,1,3,27,414,1647601287
638,4,2,55,38,409,1647601290
639,3,1,11,73,298,1647601447
640,3,1,18,53,3,1647601506
641,2,2,49,35,397,1647601524
642,4,2,39,11,102,1647601555
643,4,1,83,32,294,1647601588
644,3,2,10,33,187,1647601746
645,3,1,6,37,179,1647601970
646,3,1,23,51,360,1647602010
647,4,1,60,18,264,1647602065
648,2,2,13,37,284,1647602185
649,3,1,16,44,345,1647602234
650,3,1,40,33,240,1647602267
651,1,2,10,34,249,1647602316
652,4,1,46,44,247,1647602361
653,2,2,29,24,283,1647602362
654,2,1,20,15,116,1647602397
655,3,1,26,60,209,1647602500
656,3,1,53,67,33,1647602528
657,2,1,53,41,499,1647602535
658,3,1,34,16,332,1647602578
659,4,1,4,21,282,1647602587
660,4,2,37,20,224,1647602625
661,4,1,3,72,296,1647602654
662,3,2,39,32,179,1647602739
663,3,1,15,39,373,1647602754
664,3,1,47,13,49,1647602798
665,2,2,22,23,266,1647602889
666,4,1,35,33,165,1647603069
667,3,1,39,13,145,1647603129
668,1,1,26,34,282,1647603266
669,4,1,37,45,224,1647603276
670,3,1,39,42,310,1647603329
671,4,1,5,27,4,1647603352
672,4,1,1,29,141,1647603450
673,4,1,35,49,240,1647603570
674,3,1,57,36,337,1647603612
675,2,1,25,15,263,1647603652
676,3,1,10,35,175,1647603705
677,1,1,57,33,352,1647603714
678,4,1,5,30,128,1647603724
679,4,1,19,34,180,1647603824
680,3,2,66,45,180,1647604161
681,4,1,52,36,312,1647604212
682,4,1,105,37,335,1647604217
683,4,1,54,34,207,1647604249
684,3,2,10,32,140,1647604324
685,2,1,33,13,128,1647604383
686,2,1,22,20,394,1647604433
687,4,1,6,43,244,1647604497
688,4,2,56,30,210,1647604550
689,4,1,11,60,268,1647604615
690,4,2,39,24,269,1647605110
691,2,2,8,12,396,1647605161
692,2,2,6,43,234,1647605276
693,3,1,27,24,279,1647605280
694,3,1,50,38,129,1647605363
695,4,2,56,42,254,1647605372
696,4,1,25,25,412,1647605418
697,4,1,43,21,248,1647605430
698,4,1,7,56,326,1647605450
699,3,1,18,43,81,1647605612
700,3,1,25,38,313,1647605706
701,3,2,23,49,163,1647605787
702,3,2,18,44,221,1647605880
703,4,1,54,48,300,1647605892
704,3,1,3,35,145,1647605969
705,2,2,6,53,234,1647606175
706,4,2,23,44,254,1647606322
707,4,1,25,52,276,1647606564
708,4,1,60,40,270,1647606628
709,4,2,15,14,431,1647606745
710,4,1,10,48,358,1647606786
711,2,1,21,41,255,1647606904
712,3,1,4,62,177,1647607120
713,3,1,19,33,329,1647607191
714,4,1,15,31,400,1647607272
715,3,1,20,31,426,1647607330
716,2,1,28,30,240,1647607331
717,4,1,77,34,205,1647607392
718,4,1,13,53,280,1647607510
719,4,1,35,13,242,1647607595
720,2,1,20,45,164,1647607704
721,2,2,37,35,189,1647607834
722,4,1,26,30,265,1647608069
723,4,1,24,38,365,1647608245
724,4,1,69,56,269,1647608416
725,4,1,34,58,236,1647608505
726,4,1,51,36,212,1647608608
727,3,2,51,36,299,1647608726
728,3,1,2,13,124,1647608735
729,3,3,33,52,266,1647608759
730,3,1,26,67,279,1647608834
731,4,1,23,53,247,1647608945
732,3,1,50,26,175,1647608989
733,2,1,10,38,312,1647609207
734,3,1,37,12,311,1647609356
735,4,2,5,21,259,1647609364
736,4,2,40,58,296,1647609434
737,4,2,37,31,293,1647609501
738,2,1,14,15,247,1647609561
739,4,1,55,51,248,1647609587
740,4,1,2,61,41,1647609590
741,4,1,52,60,312,1647609669
742,4,1,36,26,478,1647609704
743,4,1,29,57,220,1647609847
744,2,1,13,50,126,1647610117
745,3,3,27,52,206,1647610186
746,3,1,37,16,224,1647610216
747,4,2,13,22,234,1647610263
748,4,1,26,29,386,1647610422
749,1,2,35,26,223,1647610469
750,2,1,10,44,103,1647610572
751,3,1,50,37,262,1647610682
752,4,1,48,26,207,1647610728
753,3,1,10,34,314,1647610804
754,4,1,58,21,315,1647610870
755,4,1,49,83,178,1647610913
756,4,1,5,35,270,1647610981
757,2,2,8,23,253,1647611157
758,3,1,27,29,209,1647611405
759,3,2,31,42,140,1647611460
760,3,2,16,39,254,1647611608
761,3,1,28,57,366,1647611622
762,4,2,1,57,254,1647611727
763,2,2,42,12,215,1647611747
764,4,1,5,22,206,1647611749
765,2,1,53,19,207,1647611782
766,4,1,60,13,324,1647611920
767,4,1,66,30,297,1647612020
768,2,2,25,26,269,1647612038
769,3,1,22,42,270,1647612111
770,4,3,7,23,101,1647612195
771,2,2,57,26,206,1647612201
772,3,1,5,26,248,1647612276
773,4,2,80,19,250,1647612413
774,3,2,32,27,251,1647612477
775,3,2,42,20,334,1647612552
776,2,2,6,42,444,1647612713
777,2,1,29,47,327,1647612739
778,3,2,9,49,313,1647612885
779,4,1,27,25,226,1647612968
780,4,1,24,28,302,1647613128
781,3,1,34,49,220,1647613168
782,4,1,5,21,214,1647613240
783,3,1,74,54,397,1647613240
784,3,1,28,29,27,1647613247
785,4,1,4,20,179,1647613517
786,2,2,16,12,61,1647613573
787,4,1,73,47,255,1647613578
788,3,1,27,18,180,1647613681
789,3,2,6,50,367,1647613865
790,3,1,7,56,329,1647613961
791,2,3,33,39,179,1647614250
792,3,1,27,35,129,1647614414
793,3,2,19,17,175,1647614464
794,2,2,62,60,157,1647614569
795,4,1,21,42,461,1647614604
796,2,1,29,43,185,1647614843
797,4,1,24,24,250,1647614902
798,3,1,86,20,255,1647614946
799,1,1,6,65,418,1647614969
800,2,1,102,36,142,1647615064
801,4,1,66,14,254,1647615093
802,2,2,91,21,248,1647615095
803,4,1,35,24,242,1647615172
804,4,1,13,33,135,1647615231
805,4,2,21,52,251,1647615420
806,4,1,57,51,266,1647615478
807,2,2,13,18,281,1647615632
808,3,1,35,32,123,1647615671
809,4,1,38,20,248,1647615726
810,4,1,47,13,219,1647615811
811,3,1,83,17,282,1647615889
812,3,1,29,37,311,1647616068
813,4,2,54,47,145,1647616073
814,2,1,66,51,282,1647616152
815,4,1,26,56,221,1647616202
816,3,1,55,72,165,1647616318
817,3,3,31,18,357,1647616324
818,4,1,5,22,440,1647616412
819,3,1,27,33,285,1647616418
820,4,1,34,42,194,1647616494
