incidentid,priority,cars,length,backlog,location,epoch
173,5,1,48,43,447,1640946238
174,5,1,32,38,87,1640946292
175,5,3,64,34,1343,1640946383
176,4,1,59,28,67,1640946450
177,5,1,70,41,814,1640946490
178,5,1,39,46,395,1640946520
179,5,2,50,28,375,1640946529
180,4,1,12,37,61,1640946645
181,4,1,40,35,1478,1640946781
182,4,2,43,9,605,1640946844
183,3,1,33,39,499,1640946889
184,2,1,54,30,320,1640947012
185,5,1,40,9,864,1640947097
186,4,1,53,50,719,1640947157
187,2,2,42,28,887,1640947202
188,4,1,50,16,298,1640947243
189,5,1,56,37,287,1640947280
190,4,2,74,32,1117,1640947282
191,5,1,42,26,495,1640947461
192,5,1,53,39,1240,1640947463
193,3,2,51,50,82,1640947510
194,3,1,64,26,494,1640947546
195,4,1,47,45,864,1640947639
196,5,3,35,36,1156,1640947687
197,5,1,37,27,1364,1640947712
198,2,2,42,10,1036,1640947778
199,5,1,5,20,89,1640947893
200,2,1,59,32,473,1640947998
201,5,1,38,32,1141,1640948026
202,4,1,50,25,507,1640948026
203,4,1,51,38,1434,1640948058
204,5,1,33,24,1452,1640948065
205,5,1,59,22,22,1640948122
206,5,2,66,24,537,1640948124
207,3,1,45,36,1027,1640948127
208,3,1,42,36,1430,1640948263
209,5,1,37,44,1318,1640948294
210,4,1,49,33,356,1640948326
211,3,3,38,17,1416,1640948460
212,5,1,28,19,1096,1640948686
213,4,1,50,16,819,1640948715
214,3,1,31,37,535,1640948793
215,2,1,50,35,1103,1640948809
216,3,1,42,35,1239,1640948888
217,4,1,46,18,710,1640948914
218,4,1,28,38,914,1640948914
219,5,1,37,32,766,1640949016
220,3,1,59,27,1014,1640949131
221,3,1,47,23,615,1640949140
222,4,4,42,34,1010,1640949362
223,4,1,18,37,1397,1640949495
224,3,1,51,32,866,1640949502
225,3,2,62,28,1324,1640949788
226,5,1,51,32,1130,1640949823
227,5,1,40,32,1490,1640949872
228,5,1,46,40,904,1640950216
229,3,1,18,35,579,1640950268
230,2,1,41,36,236,1640950268
231,5,2,37,59,689,1640950527
232,3,1,43,17,893,1640950545
233,5,1,31,26,711,1640950653
234,5,2,58,28,105,1640950654
235,3,1,54,43,230,1640950655
236,5,3,52,27,241,1640950695
237,3,2,73,26,893,1640950757
238,4,1,62,31,90,1640950885
239,5,1,33,18,464,1640951026
240,4,1,57,28,948,1640951098
241,5,1,45,23,261,1640951149
242,3,1,22,29,90,1640951211
243,4,2,51,32,778,1640951306
244,3,1,58,22,689,1640951307
245,3,1,12,38,1283,1640951368
246,3,1,63,38,308,1640951495
247,1,1,34,41,357,1640951553
248,4,1,49,28,1408,1640951645
249,4,1,26,40,88,1640951676
250,5,1,33,39,550,1640951711
251,4,2,24,28,669,1640951732
252,5,1,61,26,701,1640951781
253,3,2,33,32,820,1640951814
254,3,1,54,25,840,1640951891
255,3,1,36,32,991,1640952108
256,5,1,43,33,856,1640952170
257,5,1,39,39,1104,1640952172
258,4,2,38,28,1419,1640952229
259,4,2,16,30,1405,1640952264
260,4,1,27,27,418,1640952312
261,5,1,64,35,1007,1640952378
262,5,1,48,37,1353,1640952407
263,5,1,36,28,477,1640952422
264,4,2,55,22,940,1640952523
265,4,1,13,22,1106,1640952536
266,4,1,47,26,123,1640952586
267,4,1,41,40,1082,1640952699
268,4,1,56,27,191,1640952721
269,5,1,68,42,205,1640952731
270,4,1,42,32,1429,1640952742
271,3,3,61,36,931,1640952749
272,5,1,36,32,650,1640952805
273,3,1,61,28,347,1640952903
274,4,1,41,28,447,1640952903
275,5,2,67,52,589,1640952975
276,4,1,51,34,526,1640953089
277,3,1,45,28,1359,1640953162
278,4,1,44,16,403,1640953370
279,4,1,55,20,178,1640953372
280,4,1,56,26,1077,1640953401
281,5,3,36,27,320,1640953404
282,2,2,43,9,409,1640953404
283,3,1,47,29,1312,1640953488
284,5,2,50,33,202,1640953515
285,2,1,51,45,448,1640953564
286,2,1,52,31,61,1640953643
287,4,1,30,5,813,1640953738
288,4,1,19,30,592,1640953753
289,4,1,32,24,102,1640953941
290,4,1,17,40,447,1640953968
291,5,1,53,29,61,1640953987
292,4,1,43,24,113,1640954066
293,4,2,77,20,329,1640954185
294,4,1,41,8,1322,1640954186
295,5,4,65,13,899,1640954384
296,5,1,31,44,1025,1640954398
297,4,1,51,42,158,1640954474
298,5,1,52,36,492,1640954535
299,3,1,52,27,1135,1640954556
300,4,2,58,33,1323,1640954619
301,4,1,25,38,138,1640954678
302,4,1,46,32,1106,1640954690
303,4,1,44,26,512,1640954771
304,5,1,64,18,564,1640954789
305,5,1,42,34,186,1640954843
306,4,1,67,34,1318,1640954929
307,5,2,58,15,1107,1640954965
308,3,2,48,42,374,1640954969
309,5,1,40,33,805,1640954986
310,4,1,37,23,176,1640954999
311,5,1,32,28,923,1640955021
312,5,1,32,48,749,1640955055
313,4,1,64,29,944,1640955071
314,2,2,81,28,457,1640955085
315,5,1,54,32,532,1640955086
316,5,1,33,27,1051,1640955168
317,5,1,66,24,791,1640955184
318,4,1,33,23,1386,1640955279
319,4,1,54,8,365,1640955427
320,3,1,56,40,699,1640955495
321,3,2,32,25,324,1640955627
322,4,1,46,33,497,1640955656
323,4,1,29,9,340,1640955702
324,5,1,48,32,884,1640955710
325,4,2,32,18,518,1640955802
326,3,1,57,44,625,1640955869
327,4,1,14,25,1299,1640955969
328,5,1,74,32,726,1640956052
329,4,1,57,30,669,1640956060
330,5,1,42,43,280,1640956442
331,5,1,45,25,1364,1640956530
332,4,1,57,24,1323,1640956535
333,5,1,15,29,515,1640956555
334,3,1,47,53,756,1640956603
335,5,1,53,31,319,1640956706
336,5,1,40,31,429,1640956746
337,3,2,34,25,13,1640956819
338,5,2,43,31,869,1640956863
339,5,2,45,26,687,1640956869
340,4,2,31,5,588,1640957096
341,4,1,33,37,627,1640957285
342,5,1,37,34,1301,1640957340
343,3,1,64,43,166,1640957357
344,5,1,39,33,575,1640957374
345,4,1,50,31,718,1640957393
346,3,1,39,31,970,1640957430
347,3,1,48,24,656,1640957441
348,4,2,58,14,53,1640957562
349,5,2,44,27,558,1640957600
350,2,2,60,60,1318,1640957666
351,4,1,37,25,656,1640957686
352,5,2,38,31,416,1640957737
353,5,1,36,25,384,1640957764
354,5,1,74,34,145,1640957840
355,2,1,75,32,956,1640957897
356,4,1,18,28,112,1640957915
357,3,1,15,34,904,1640957928
358,3,1,37,32,982,1640957993
359,1,2,62,20,245,1640958043
360,4,1,45,24,426,1640958114
361,4,1,71,22,392,1640958194
362,5,1,31,28,1318,1640958256
363,3,2,65,25,553,1640958269
364,2,1,45,24,750,1640958300
365,5,1,55,34,453,1640958309
366,4,1,25,33,257,1640958311
367,4,1,55,35,554,1640958346
368,2,1,47,34,354,1640958406
369,4,3,18,31,1345,1640958507
370,5,1,68,25,1037,1640958646
371,5,1,47,36,861,1640958704
372,3,1,30,41,636,1640958714
373,4,1,33,39,942,1640958729
374,5,1,29,33,630,1640958749
375,5,1,65,32,425,1640958793
376,2,1,64,45,256,1640958845
377,3,3,41,32,753,1640958978
378,4,1,50,38,590,1640958995
379,2,1,49,34,636,1640959134
380,5,1,48,22,715,1640959532
381,4,1,23,7,610,1640959684
382,5,1,34,36,845,1640959708
383,4,4,56,26,743,1640959814
384,4,1,54,35,511,1640959816
385,3,1,79,32,1400,1640959934
386,3,1,52,31,125,1640960043
387,5,1,46,23,1060,1640960157
388,5,1,41,28,538,1640960183
389,4,2,35,27,1338,1640960183
390,5,1,58,42,400,1640960363
391,2,1,21,35,817,1640960409
392,5,2,33,46,732,1640960446
393,5,1,55,8,969,1640960448
394,4,1,23,23,890,1640960572
395,3,1,34,36,1463,1640960631
396,4,2,32,37,959,1640960714
397,5,1,50,23,1124,1640960720
398,4,1,65,42,898,1640960785
399,4,1,31,30,627,1640961009
400,5,3,38,48,104,1640961242
401,3,2,49,45,136,1640961361
402,3,1,55,22,707,1640961435
403,3,1,71,19,1032,1640961507
404,4,2,34,39,1018,1640961527
405,3,1,22,24,1084,1640961566
406,4,1,57,23,601,1640961601
407,3,3,64,37,946,1640961671
408,4,2,23,38,85,1640961690
409,5,1,51,27,1449,1640961691
410,4,3,27,35,610,1640961723
411,4,2,35,23,241,1640961804
412,4,2,28,39,349,1640961863
413,5,1,68,29,825,1640961951
414,1,1,65,39,727,1640962007
415,5,1,73,36,1482,1640962110
416,3,1,38,40,1359,1640962148
417,3,1,64,17,857,1640962153
418,3,2,43,30,966,1640962374
419,3,1,50,27,992,1640962381
420,4,3,51,36,203,1640962410
421,2,1,51,23,1116,1640962445
422,5,1,57,50,658,1640962456
423,5,1,36,31,1448,1640962458
424,2,1,53,29,54,1640962463
425,5,1,21,17,820,1640962851
426,4,2,32,35,1262,1640962853
427,4,1,33,27,157,1640963120
428,5,1,54,31,1258,1640963137
429,5,1,45,32,711,1640963240
430,3,1,50,29,1024,1640963287
431,4,1,56,22,186,1640963370
432,4,1,59,23,1453,1640963482
433,4,4,42,17,487,1640963564
434,2,1,31,29,140,1640963662
435,3,3,77,5,862,1640963675
436,5,3,36,17,69,1640963855
437,3,1,13,27,569,1640963858
438,4,1,65,32,863,1640963906
439,4,2,53,38,641,1640964000
440,3,1,36,41,885,1640964032
441,5,1,48,27,563,1640964142
442,3,1,31,23,890,1640964433
443,5,1,32,22,1275,1640964472
444,5,1,54,29,1035,1640964622
445,4,1,58,42,641,1640964725
446,4,1,54,24,695,1640964754
447,3,2,43,16,364,1640964781
448,4,2,30,24,1033,1640964838
449,3,1,36,24,1395,1640965043
450,5,1,37,30,214,1640965127
451,5,1,35,11,365,1640965228
452,5,1,75,34,115,1640965480
453,5,4,76,26,722,1640965751
454,4,2,38,20,1233,1640966086
455,3,1,69,30,10,1640966164
456,3,1,50,43,1321,1640966189
457,3,1,41,12,931,1640966238
458,4,3,34,27,1462,1640966306
459,3,1,42,47,204,1640966331
460,5,1,33,28,951,1640966466
461,5,1,54,32,936,1640966584
462,5,1,46,26,124,1640966640
463,5,2,42,28,1339,1640966651
464,3,1,35,47,1452,1640966770
465,3,1,69,25,399,1640966945
466,5,1,32,51,870,1640967084
467,4,1,39,33,1008,1640967154
468,5,4,65,32,284,1640967292
469,4,1,32,26,811,1640967326
470,5,1,46,18,364,1640967336
471,4,2,49,46,198,1640967378
472,4,1,33,42,611,1640967690
473,5,1,50,45,1094,1640967714
474,3,3,39,15,758,1640967823
475,3,2,51,19,209,1640967831
476,4,1,32,18,942,1640967873
477,3,1,52,27,1193,1640968034
478,4,1,45,27,731,1640968233
479,4,1,14,10,775,1640968297
480,2,1,38,34,900,1640968572
481,3,1,29,34,1255,1640968615
482,5,2,36,30,1062,1640968618
483,3,1,42,25,619,1640968649
484,5,2,46,22,1341,1640968671
485,4,1,43,25,820,1640968781
486,5,1,27,28,1415,1640968872
487,5,1,15,7,838,1640968903
488,3,1,60,24,261,1640969066
489,5,2,51,30,1377,1640969335
490,5,1,44,39,589,1640969469
491,4,1,22,32,296,1640969581
492,4,1,44,35,1416,1640969602
493,5,1,59,25,494,1640969708
494,3,3,36,54,318,1640969761
495,2,3,27,19,7,1640969798
496,3,3,44,15,901,1640969838
497,3,1,64,21,540,1640969845
498,3,1,35,19,313,1640969862
499,4,2,27,41,319,1640969892
500,3,1,36,44,560,1640970403
501,5,2,53,20,303,1640970620
502,2,1,55,28,1460,1640970660
503,5,2,59,29,788,1640970780
504,3,1,72,24,348,1640970903
505,5,1,33,24,1469,1640970999
506,1,3,31,33,504,1640971027
507,3,1,76,19,1163,1640971076
508,4,2,72,33,1134,1640971128
509,5,1,18,32,1387,1640971205
510,4,3,67,14,1461,1640971414
511,5,1,46,32,66,1640971901
512,4,1,46,11,1160,1640971904
513,3,1,48,32,1268,1640972011
514,4,1,39,42,1232,1640972116
515,5,1,34,20,457,1640972225
516,4,1,53,29,1229,1640972391
517,4,3,59,24,1310,1640972412
518,4,1,47,18,421,1640972454
519,3,2,45,31,1320,1640972828
520,4,1,40,20,392,1640972831
521,2,1,22,31,590,1640972934
522,3,1,48,44,1498,1640972938
523,5,1,42,24,8,1640973171
524,4,1,41,32,1152,1640973223
525,4,3,41,39,709,1640973224
526,4,1,58,45,713,1640973248
527,4,1,62,32,322,1640973313
528,4,1,41,31,1443,1640973324
529,4,1,74,12,1052,1640973401
530,4,1,52,19,1002,1640973664
531,5,1,5,30,606,1640973782
532,4,2,29,35,574,1640973852
533,4,1,58,23,1481,1640973918
534,4,2,26,19,1205,1640974173
535,5,2,54,27,218,1640974378
536,4,1,20,44,253,1640974486
537,5,1,46,32,1452,1640974875
538,5,1,53,22,43,1640975035
539,4,1,62,31,227,1640975390
540,4,1,35,30,385,1640975452
541,4,3,70,19,773,1640975619
542,3,1,35,30,1137,1640975708
543,3,1,35,30,1288,1640975753
544,5,1,58,24,178,1640975790
545,1,1,43,23,572,1640975851
546,4,1,46,38,1231,1640975973
547,4,1,27,17,1335,1640976406
548,3,1,35,39,898,1640976497
549,5,1,13,26,661,1640976590
550,4,3,39,47,486,1640976758
551,4,1,63,40,820,1640976780
552,4,2,49,19,579,1640977587
553,3,1,53,43,858,1640977650
554,3,1,88,34,932,1640977713
555,1,2,44,18,939,1640977785
556,3,1,63,30,1111,1640977846
557,3,2,61,27,1312,1640978004
558,5,1,29,47,1500,1640978048
559,4,1,72,22,324,1640978222
560,5,1,24,27,230,1640978272
561,5,2,56,42,258,1640978660
562,4,2,43,5,828,1640978971
563,5,1,51,17,1455,1640979012
564,1,1,35,26,83,1640979356
565,4,2,36,40,1357,1640979800
566,5,1,39,33,613,1640979885
567,4,2,42,30,1023,1640979965
568,5,1,64,41,229,1640980058
569,3,1,64,15,1183,1640980165
570,5,1,55,40,33,1640980485
571,3,1,5,23,1300,1640980502
572,3,1,48,48,564,1640981163
573,5,1,42,24,1003,1640981391
574,4,1,22,49,1297,1640981506
575,5,1,50,31,633,1640982038
576,5,1,29,39,1497,1640983091
577,5,1,45,40,102,1640983417
578,3,1,49,34,1200,1640983471
579,4,1,17,42,1144,1640983605
580,4,1,56,13,1137,1640985179
581,5,1,66,30,132,1640987463
582,4,2,36,29,451,1640991101
583,5,1,16,42,1407,1640991174
584,3,2,33,35,1005,1640994653
585,4,1,69,18,1010,1640999094
586,5,1,58,14,1023,1641001552
587,5,2,40,19,1285,1641002662
588,4,1,66,41,212,1641003576
589,3,1,64,35,860,1641003717
590,2,1,46,38,1141,1641004033
591,4,1,47,33,1054,1641004504
592,5,1,48,22,392,1641004618
593,1,1,76,33,986,1641008623
594,5,2,70,24,669,1641009010
595,3,1,45,20,391,1641009624
596,5,1,43,39,1398,1641009992
597,5,1,54,24,738,1641009993
598,5,3,38,29,686,1641010876
599,5,1,62,27,626,1641011187
600,5,1,46,31,420,1641011261
601,4,1,49,23,1350,1641011513
602,3,1,60,7,284,1641011569
603,4,1,36,21,316,1641013262
604,4,1,45,53,879,1641013336
605,4,2,55,44,1287,1641013410
606,4,1,57,47,196,1641013497
607,5,5,62,28,1415,1641013553
608,4,1,49,16,426,1641013843
609,4,1,31,44,311,1641013881
610,3,2,48,37,1499,1641014055
611,2,1,29,17,470,1641014625
612,4,1,33,24,192,1641014836
613,5,1,37,35,61,1641015333
614,5,1,46,26,705,1641015508
615,5,2,11,15,1343,1641015780
616,4,1,41,46,1136,1641015933
617,4,1,64,27,1242,1641016211
618,3,2,41,32,69,1641016824
619,4,1,30,15,673,1641016837
620,2,1,41,31,124,1641016851
621,5,2,54,24,595,1641017051
622,4,1,54,33,132,1641017399
623,4,1,37,36,218,1641017707
624,5,1,38,47,441,1641017999
625,5,1,23,41,199,1641018516
626,3,1,37,36,1277,1641018641
627,4,2,23,34,621,1641019047
628,4,2,23,39,1428,1641019121
629,3,2,54,17,353,1641019723
630,4,2,59,36,1115,1641019930
631,4,1,26,43,492,1641020083
632,1,1,51,16,849,1641020191
633,5,1,50,16,1350,1641020205
634,4,3,50,41,265,1641020453
635,4,2,39,26,415,1641020800
636,3,1,48,23,732,1641020833
637,5,1,43,38,351,1641020968
638,5,1,49,23,972,1641021040
639,4,1,39,33,808,1641021872
640,4,2,47,19,88,1641021920
641,5,2,38,21,1411,1641022007
642,4,1,55,31,463,1641022051
643,5,1,50,27,1255,1641022704
644,3,2,41,36,418,1641022784
645,4,2,53,28,673,1641022793
646,5,1,34,15,124,1641022924
647,4,1,49,23,845,1641023030
648,4,1,43,23,932,1641023038
649,4,1,25,15,1469,1641023106
650,5,1,32,35,317,1641023127
651,5,2,44,13,817,1641023243
652,4,1,50,35,880,1641023287
653,4,2,51,38,1390,1641023325
654,4,1,14,20,923,1641023330
655,4,1,37,11,1372,1641023610
656,3,2,48,39,263,1641023721
657,5,1,38,16,1120,1641023722
658,4,1,53,32,576,1641023765
659,4,2,54,38,918,1641024002
660,5,2,48,33,972,1641024227
661,4,4,41,16,38,1641024482
662,5,1,42,50,723,1641024543
663,4,1,41,20,1073,1641024656
664,5,1,54,16,1089,1641024805
665,4,1,51,10,635,1641024873
666,4,1,58,37,471,1641025234
667,4,3,16,21,1479,1641025284
668,3,1,59,34,1155,1641025287
669,4,1,42,12,749,1641025317
670,3,1,32,24,1187,1641025410
671,5,1,63,22,116,1641025462
672,4,1,45,13,228,1641025505
673,5,1,61,46,1181,1641025521
674,2,1,67,31,574,1641025523
675,4,1,51,18,184,1641025526
676,3,1,21,37,18,1641025644
677,4,1,36,22,579,1641025678
678,5,1,18,30,741,1641025872
679,3,1,20,34,1324,1641025897
680,5,1,74,23,386,1641025899
681,5,2,70,25,901,1641025909
682,5,1,15,16,749,1641026024
683,4,2,33,44,1336,1641026039
684,3,1,47,31,3,1641026256
685,5,2,30,28,1300,1641026554
686,4,1,50,35,338,1641026597
687,4,1,42,46,800,1641026718
688,5,1,30,24,1452,1641026731
689,5,1,39,32,576,1641026741
690,3,1,35,33,341,1641026839
691,3,3,34,11,1078,1641027022
692,4,1,50,32,804,1641027129
693,4,2,34,34,133,1641027157
694,4,1,25,24,261,1641027284
695,4,1,48,36,991,1641027287
696,2,1,53,20,88,1641027417
697,4,1,47,35,1040,1641027453
698,5,1,51,10,1261,1641027728
699,5,1,55,24,1056,1641027741
700,1,1,10,28,397,1641027747
701,5,2,40,19,1378,1641027783
702,3,1,48,24,81,1641027853
703,3,1,70,35,3,1641027898
704,3,1,23,32,321,1641028034
705,3,1,24,19,175,1641028080
706,2,1,44,13,128,1641028131
707,5,1,78,40,1368,1641028490
708,4,2,35,35,1272,1641028521
709,5,1,41,24,936,1641028547
710,4,1,55,38,542,1641028644
711,5,2,46,12,389,1641028647
712,2,1,47,27,709,1641028652
713,5,2,24,35,1264,1641028679
714,5,3,53,30,583,1641028700
715,4,2,29,30,44,1641028803
716,4,1,22,43,1087,1641028825
717,5,1,25,22,1424,1641028960
718,4,1,39,12,1507,1641029079
719,4,1,43,34,1470,1641029196
720,2,1,29,23,29,1641029196
721,5,2,56,45,753,1641029213
722,2,1,67,33,342,1641029486
723,4,2,35,32,258,1641029548
724,1,1,36,17,1462,1641029551
725,4,1,27,38,1199,1641029664
726,4,2,33,31,660,1641029778
727,3,1,36,27,943,1641029802
728,4,1,63,25,1258,1641029911
729,5,1,59,29,279,1641030154
730,4,1,30,35,145,1641030184
731,4,1,56,36,835,1641030217
732,4,1,34,18,1316,1641030246
733,5,1,56,40,102,1641030532
734,4,1,19,25,1113,1641030686
735,4,1,31,12,780,1641030734
736,4,1,75,15,451,1641030763
737,4,1,34,45,342,1641030764
738,3,1,30,38,1088,1641030819
739,3,2,66,33,460,1641030857
740,3,1,51,46,1222,1641030952
741,5,1,24,36,1087,1641030955
742,4,1,69,15,528,1641030981
743,5,1,32,58,594,1641031025
744,4,1,25,10,125,1641031053
745,5,1,40,37,554,1641031073
746,5,1,49,37,413,1641031093
747,5,1,32,47,1172,1641031120
748,3,2,34,33,19,1641031205
749,4,1,5,31,4,1641031247
750,5,2,37,25,63,1641031343
751,4,1,17,40,1069,1641031470
752,3,3,41,9,987,1641031473
753,5,1,11,33,1428,1641031552
754,5,4,49,25,766,1641031602
755,5,3,24,14,923,1641031636
756,5,1,51,41,788,1641031752
757,5,1,29,32,173,1641031759
758,4,1,63,35,1275,1641031913
759,3,1,50,25,947,1641031974
760,5,2,71,24,560,1641032083
761,5,1,61,33,993,1641032238
762,4,1,26,21,626,1641032242
763,5,2,47,33,14,1641032313
764,4,1,41,22,450,1641032383
765,2,1,45,16,237,1641032386
766,4,1,36,31,1348,1641032442
767,5,1,53,20,1467,1641032516
768,4,1,22,24,7,1641032560
769,4,1,42,32,1307,1641032596
770,3,1,66,32,291,1641032725
771,4,1,51,44,1080,1641032756
772,4,1,49,36,1089,1641032893
773,5,1,51,38,812,1641032897
774,4,1,36,52,873,1641032963
775,2,1,40,42,939,1641033056
776,4,2,48,30,706,1641033144
777,5,1,57,18,1092,1641033161
778,5,1,27,41,9,1641033164
779,4,1,44,33,1344,1641033170
780,4,2,34,45,1388,1641033223
781,1,2,45,34,1168,1641033223
782,1,1,56,39,507,1641033522
783,3,1,45,11,395,1641033569
784,3,2,52,38,1097,1641033586
785,3,1,24,38,1246,1641033808
786,4,1,51,19,510,1641033853
787,3,1,47,23,447,1641033965
788,4,2,41,34,237,1641033999
789,5,1,57,38,289,1641034072
790,4,1,56,34,1449,1641034126
791,3,1,40,39,120,1641034220
792,5,1,32,37,1046,1641034282
793,4,1,34,19,1097,1641034334
794,4,3,53,37,129,1641034368
795,3,1,39,38,285,1641034384
796,3,2,44,23,97,1641034454
797,4,1,54,36,272,1641034469
798,3,1,25,31,262,1641034535
799,1,1,50,26,1285,1641034572
800,4,1,25,19,238,1641034670
801,4,1,56,19,1188,1641034691
802,4,1,26,39,1492,1641034823
803,5,1,36,18,488,1641034825
804,5,4,32,36,1026,1641034849
805,3,4,59,27,598,1641034887
