incidentid,priority,cars,length,backlog,location,epoch
240,5,1,46,8,30,1641029705
241,3,1,59,37,76,1641029893
242,5,1,51,31,294,1641030070
243,4,2,72,35,124,1641030187
244,4,1,62,38,261,1641030197
245,5,1,40,23,99,1641030292
246,2,1,46,38,730,1641030339
247,5,3,55,28,879,1641030375
248,3,1,49,31,519,1641030381
249,3,1,46,30,79,1641030397
250,5,1,23,19,53,1641030474
251,4,1,36,28,390,1641030475
252,4,1,48,52,401,1641030509
253,2,1,36,54,370,1641030511
254,4,2,54,50,510,1641030531
255,4,2,62,25,797,1641030537
256,4,1,71,22,862,1641030570
257,2,1,25,29,148,1641030638
258,3,2,25,39,416,1641030650
259,5,1,63,34,170,1641030706
260,4,1,44,38,937,1641030793
261,5,1,64,24,261,1641030836
262,4,2,43,51,431,1641030916
263,4,2,67,50,988,1641030941
264,5,3,56,27,237,1641031044
265,4,1,28,15,130,1641031067
266,4,2,51,26,206,1641031068
267,5,2,36,37,317,1641031083
268,5,1,64,32,570,1641031103
269,4,1,57,24,270,1641031233
270,4,1,35,53,727,1641031263
271,4,1,60,32,926,1641031285
272,5,1,46,29,380,1641031336
273,5,1,8,32,134,1641031339
274,4,1,46,28,251,1641031432
275,4,1,42,6,877,1641031434
276,4,1,56,34,740,1641031435
277,5,1,61,23,911,1641031520
278,4,4,40,24,982,1641031678
279,5,1,46,33,623,1641031692
280,3,2,49,35,498,1641031741
281,4,1,23,26,344,1641031748
282,5,1,55,26,890,1641031765
283,5,1,44,35,727,1641031774
284,2,1,56,17,23,1641031828
285,5,1,32,18,793,1641031938
286,4,1,49,17,55,1641032082
287,5,1,51,24,739,1641032103
288,3,2,43,30,94,1641032113
289,4,3,33,32,49,1641032125
290,5,1,59,43,160,1641032129
291,5,1,42,35,292,1641032135
292,4,1,41,42,984,1641032158
293,4,1,47,34,187,1641032294
294,4,1,46,44,497,1641032337
295,5,1,58,51,751,1641032350
296,4,1,45,19,211,1641032358
297,5,1,32,51,556,1641032443
298,4,1,50,39,172,1641032450
299,3,1,51,38,23,1641032520
300,5,1,60,29,147,1641032598
301,5,1,41,9,731,1641032679
302,3,1,38,25,407,1641032704
303,4,1,35,30,986,1641032729
304,5,1,42,48,1003,1641032868
305,3,2,47,46,830,1641033112
306,5,1,43,42,611,1641033153
307,5,1,72,19,334,1641033171
308,5,1,57,34,17,1641033289
309,4,1,59,24,131,1641033310
310,5,3,38,25,649,1641033375
311,3,1,55,52,998,1641033425
312,4,2,63,47,844,1641033453
313,4,1,29,30,938,1641033465
314,5,1,61,25,305,1641033524
315,5,2,38,49,641,1641033566
316,5,2,55,24,228,1641033582
317,5,1,48,36,300,1641033604
318,4,2,29,10,410,1641033667
319,5,1,39,46,26,1641033696
320,3,1,16,21,834,1641033698
321,5,1,48,37,547,1641033747
322,4,1,57,41,258,1641033764
323,4,1,40,33,254,1641033766
324,5,1,46,26,621,1641033794
325,3,1,37,22,879,1641033827
326,5,2,41,23,349,1641033847
327,3,1,49,26,110,1641033856
328,5,1,59,36,229,1641033866
329,3,1,17,39,737,1641033946
330,2,1,62,39,183,1641033964
331,4,1,30,25,104,1641033970
332,4,1,62,22,97,1641033987
333,3,2,45,36,546,1641033996
334,4,4,58,18,342,1641034026
335,3,3,33,29,607,1641034100
336,4,1,34,42,959,1641034162
337,1,1,34,34,704,1641034214
338,5,1,33,36,168,1641034273
339,4,2,29,23,964,1641034299
340,5,1,40,39,608,1641034368
341,3,1,15,38,34,1641034416
342,4,1,43,23,666,1641034423
343,5,1,31,36,444,1641034493
344,4,1,47,30,863,1641034509
345,4,1,78,49,680,1641034583
346,2,1,51,34,466,1641034598
347,3,1,47,35,879,1641034655
348,4,1,62,17,216,1641034688
349,3,1,59,54,198,1641034816
350,3,1,20,27,259,1641034828
351,4,1,38,31,665,1641034836
352,4,2,44,42,731,1641034843
353,4,1,38,26,683,1641034906
354,4,1,43,34,427,1641034907
355,3,1,59,14,904,1641034911
356,5,1,42,9,79,1641034970
357,5,1,46,15,837,1641034995
358,5,1,48,49,79,1641035002
359,4,1,55,29,978,1641035015
360,5,1,35,28,564,1641035055
361,3,1,46,13,219,1641035169
362,4,1,32,40,683,1641035225
363,4,3,34,22,756,1641035245
364,5,2,41,32,920,1641035253
365,5,1,59,14,975,1641035283
366,5,1,64,39,375,1641035290
367,3,4,52,34,57,1641035323
368,4,1,60,36,927,1641035323
369,4,2,33,34,225,1641035370
370,4,1,46,43,644,1641035409
371,5,2,52,16,329,1641035450
372,4,2,68,15,132,1641035513
373,4,2,59,22,837,1641035519
374,5,2,38,28,155,1641035624
375,4,1,16,33,675,1641035635
376,3,1,61,23,47,1641035728
377,4,1,17,44,248,1641035743
378,4,1,57,38,106,1641035777
379,2,1,43,36,369,1641035839
380,4,1,5,24,158,1641035888
381,5,1,51,10,230,1641035899
382,4,1,41,25,983,1641035978
383,5,1,39,41,299,1641036055
384,5,2,47,34,799,1641036081
385,3,2,24,34,384,1641036128
386,4,1,46,38,677,1641036147
387,3,1,50,38,101,1641036176
388,5,1,45,21,534,1641036181
389,5,1,82,31,542,1641036260
390,5,3,33,55,608,1641036346
391,5,1,37,46,46,1641036364
392,5,1,46,34,876,1641036631
393,4,1,46,28,994,1641036675
394,4,1,41,46,411,1641036709
395,3,1,45,21,700,1641036846
396,5,1,35,39,699,1641036859
397,2,1,48,17,488,1641036867
398,3,1,38,37,211,1641036868
399,4,1,37,26,628,1641037038
400,2,3,35,33,633,1641037060
401,3,1,56,17,961,1641037063
402,5,1,49,27,858,1641037112
403,5,2,32,48,142,1641037117
404,3,1,53,33,315,1641037154
405,4,3,41,16,239,1641037303
406,3,2,34,45,441,1641037311
407,3,1,59,29,273,1641037321
408,4,1,42,22,602,1641037322
409,3,2,16,43,335,1641037346
410,5,1,36,30,726,1641037372
411,5,1,42,25,395,1641037464
412,5,1,39,28,910,1641037544
413,5,1,46,7,35,1641037548
414,5,1,47,38,311,1641037555
415,3,1,47,23,59,1641037587
416,5,1,60,12,373,1641037621
417,5,1,48,12,68,1641037665
418,3,2,35,38,974,1641037698
419,3,3,28,43,996,1641037735
420,2,1,32,46,589,1641037757
421,5,1,43,43,923,1641037773
422,3,1,36,58,53,1641037808
423,4,1,51,47,875,1641037945
424,5,1,25,29,301,1641037971
425,5,1,59,32,328,1641038019
426,3,3,34,18,380,1641038025
427,5,2,60,10,722,1641038051
428,5,1,30,36,314,1641038052
429,3,1,46,29,717,1641038107
430,5,3,53,25,138,1641038174
431,5,1,65,42,477,1641038191
432,5,1,46,24,690,1641038224
433,5,1,68,33,993,1641038236
434,5,1,39,32,217,1641038267
435,3,1,30,46,127,1641038299
436,4,1,56,33,207,1641038322
437,3,1,44,29,301,1641038405
438,3,2,35,33,418,1641038418
439,1,1,18,17,292,1641038444
440,4,1,29,33,632,1641038524
441,4,1,43,37,97,1641038525
442,5,1,36,16,458,1641038578
443,5,3,45,15,613,1641038597
444,2,1,33,38,162,1641038612
445,3,2,73,38,8,1641038695
446,5,1,40,43,959,1641038704
447,3,1,69,35,400,1641038730
448,1,1,38,22,74,1641038732
449,5,1,51,43,175,1641038819
450,5,1,41,27,1006,1641038827
451,5,2,30,18,808,1641038840
452,5,1,51,27,924,1641038842
453,5,1,47,37,569,1641038907
454,4,1,46,33,752,1641039008
455,5,1,46,40,900,1641039018
456,3,2,52,31,956,1641039086
457,5,1,60,38,973,1641039153
458,4,1,45,37,758,1641039163
459,4,1,48,18,695,1641039165
460,3,1,50,42,174,1641039168
461,5,1,73,15,454,1641039169
462,5,3,54,49,313,1641039184
463,4,2,54,30,711,1641039214
464,5,1,59,21,576,1641039248
465,4,3,19,19,647,1641039297
466,4,1,43,52,664,1641039468
467,5,1,51,28,228,1641039494
468,5,1,52,35,5,1641039550
469,4,1,62,28,482,1641039565
470,3,1,52,33,936,1641039581
471,4,1,75,41,609,1641039613
472,4,1,38,26,423,1641039656
473,4,1,53,32,491,1641039663
474,2,2,50,13,515,1641039709
475,3,2,50,42,997,1641039735
476,4,2,78,18,963,1641039754
477,5,1,28,43,155,1641039801
478,2,1,20,23,376,1641039839
479,2,2,27,33,836,1641039842
480,5,1,39,28,449,1641039870
481,4,1,34,27,385,1641039885
482,4,1,34,18,699,1641039914
483,3,1,45,21,377,1641039915
484,3,2,49,28,270,1641039916
485,5,1,56,42,475,1641039964
486,4,1,50,23,738,1641039968
487,4,2,36,31,744,1641039978
488,3,1,20,32,1006,1641040031
489,3,1,37,43,853,1641040079
490,5,2,51,38,637,1641040231
491,5,1,51,35,929,1641040261
492,3,1,33,13,33,1641040271
493,4,1,29,20,973,1641040342
494,5,2,46,28,802,1641040392
495,2,1,10,29,76,1641040599
496,3,2,17,30,327,1641040619
497,4,1,28,30,91,1641040628
498,3,3,53,42,836,1641040687
499,5,1,30,26,855,1641040696
500,5,1,41,30,93,1641040745
501,4,1,55,36,125,1641040788
502,4,1,59,30,397,1641040807
503,4,3,32,72,664,1641040834
504,4,1,59,17,470,1641040843
505,4,1,68,5,793,1641041013
506,1,1,41,27,683,1641041075
507,4,1,14,25,1003,1641041121
508,3,2,36,16,962,1641041191
509,4,1,42,19,945,1641041197
510,5,3,54,30,805,1641041208
511,4,2,45,40,355,1641041219
512,4,2,63,26,772,1641041263
513,4,2,13,42,163,1641041274
514,5,1,34,29,501,1641041318
515,3,1,43,31,844,1641041342
516,2,1,19,23,728,1641041359
517,5,1,48,34,892,1641041410
518,5,3,28,27,449,1641041447
519,5,3,51,41,876,1641041484
520,5,1,28,34,611,1641041634
521,4,2,33,22,926,1641041673
522,5,1,52,28,34,1641041684
523,5,1,48,24,679,1641041738
524,4,1,46,47,953,1641041742
525,5,1,55,23,180,1641041778
526,4,1,54,29,262,1641041784
527,4,1,68,46,646,1641041789
528,5,1,44,39,194,1641041789
529,3,1,63,16,783,1641041805
530,5,1,45,28,1006,1641041835
531,3,2,58,29,334,1641041844
532,1,1,29,29,960,1641041859
533,4,1,54,28,727,1641041929
534,3,2,49,36,983,1641041938
535,5,1,35,33,181,1641042002
536,5,1,37,24,6,1641042116
537,5,1,27,46,21,1641042175
538,3,1,60,27,168,1641042198
539,4,1,54,20,254,1641042227
540,5,1,65,38,393,1641042246
541,5,1,37,26,636,1641042252
542,4,1,54,38,88,1641042262
543,4,2,18,29,185,1641042305
544,4,1,60,26,212,1641042324
545,4,2,72,33,526,1641042396
546,5,2,63,15,431,1641042403
547,5,3,40,48,822,1641042418
548,4,1,72,30,329,1641042421
549,5,1,56,16,486,1641042502
550,5,1,24,18,290,1641042516
551,4,2,48,35,627,1641042609
552,4,2,47,22,688,1641042639
553,5,1,52,28,104,1641042647
554,4,2,15,34,838,1641042666
555,5,1,18,14,849,1641042735
556,5,2,41,26,265,1641042747
557,5,3,55,16,141,1641042752
558,4,1,46,30,449,1641042809
559,2,2,42,28,256,1641042840
560,3,1,36,32,135,1641042873
561,5,2,35,19,974,1641042895
562,5,1,65,29,858,1641042901
563,5,1,43,38,863,1641042948
564,3,2,48,52,459,1641043075
565,5,2,73,38,257,1641043102
566,4,3,47,26,75,1641043120
567,5,1,37,17,225,1641043129
568,5,1,45,30,651,1641043167
569,3,1,60,15,730,1641043170
570,3,2,39,27,832,1641043178
571,4,1,43,26,840,1641043180
572,4,2,43,25,954,1641043200
573,5,1,51,26,770,1641043225
574,4,2,45,32,221,1641043240
575,5,1,30,36,576,1641043297
576,1,1,39,21,950,1641043311
577,4,2,53,36,470,1641043389
578,3,2,34,44,661,1641043400
579,5,1,39,33,7,1641043406
580,5,1,60,28,981,1641043577
581,3,1,36,40,257,1641043620
582,3,1,54,27,542,1641043650
583,4,1,73,34,957,1641043675
584,5,1,60,21,889,1641043700
585,3,1,61,56,80,1641043917
586,5,2,45,23,504,1641043951
587,4,1,54,14,796,1641043972
588,4,1,45,37,401,1641043988
589,5,2,45,34,97,1641044007
590,4,1,21,36,599,1641044088
591,5,1,38,30,723,1641044179
592,5,1,46,26,263,1641044295
593,5,2,33,26,364,1641044300
594,5,1,32,22,79,1641044335
595,4,1,59,34,688,1641044346
596,5,1,42,20,235,1641044360
597,5,2,46,21,365,1641044409
598,5,1,25,43,949,1641044414
599,3,1,56,35,92,1641044420
600,1,1,45,33,964,1641044658
601,3,1,63,49,468,1641044667
602,5,1,34,32,849,1641044727
603,5,1,51,39,331,1641044764
604,2,1,47,43,719,1641044834
605,3,1,49,13,708,1641044853
606,5,1,24,37,885,1641044890
607,5,3,64,28,656,1641044897
608,2,1,65,32,317,1641044907
609,4,1,67,27,813,1641044921
610,5,1,17,23,141,1641044958
611,5,1,46,37,613,1641044976
612,4,1,70,30,371,1641044991
613,5,1,26,14,377,1641045023
614,3,1,57,26,331,1641045032
615,5,1,41,19,227,1641045044
616,2,1,58,46,186,1641045122
617,4,1,30,30,487,1641045124
618,5,1,59,34,491,1641045139
619,4,2,49,21,195,1641045177
620,5,3,37,27,634,1641045205
621,5,2,35,7,961,1641045208
622,4,2,70,38,827,1641045246
623,5,1,32,26,674,1641045334
624,4,2,29,7,779,1641045365
625,5,1,53,31,402,1641045391
626,4,1,37,32,978,1641045400
627,4,1,54,5,157,1641045408
628,5,1,41,31,980,1641045458
629,5,2,46,35,395,1641045469
630,4,1,70,25,679,1641045489
631,4,1,51,21,338,1641045529
632,5,1,31,27,33,1641045600
633,4,2,26,20,378,1641045614
634,4,2,63,26,72,1641045615
635,5,2,55,32,421,1641045638
636,5,1,55,42,494,1641045646
637,4,1,41,20,603,1641045672
638,5,3,46,28,196,1641045719
639,4,1,61,21,1004,1641045727
640,5,1,44,25,987,1641045734
641,4,3,53,34,634,1641045740
642,5,2,53,29,547,1641045997
643,5,1,45,38,974,1641046027
644,4,1,55,17,331,1641046063
645,3,1,41,32,490,1641046097
646,5,1,55,32,767,1641046171
647,1,1,58,24,63,1641046214
648,3,1,62,40,276,1641046318
649,5,1,24,49,123,1641046321
650,5,3,63,23,29,1641046367
651,2,2,33,43,56,1641046458
652,5,1,44,43,12,1641046515
653,5,1,54,17,269,1641046634
654,3,1,54,22,127,1641046690
655,3,1,50,25,524,1641046720
656,5,3,52,23,547,1641046779
657,5,1,42,41,702,1641046825
658,4,1,48,31,791,1641046833
659,4,2,60,34,303,1641046839
660,4,1,55,22,237,1641046863
661,3,1,76,51,208,1641046895
662,4,1,36,23,664,1641046926
663,3,1,40,50,266,1641046974
664,4,1,49,47,640,1641047015
665,5,1,48,39,659,1641047088
666,3,1,32,37,353,1641047176
667,4,1,20,31,818,1641047204
668,3,5,23,17,802,1641047242
669,4,2,31,47,6,1641047349
670,4,2,78,30,222,1641047375
671,4,1,70,30,273,1641047376
672,5,2,49,45,432,1641047446
673,5,2,53,23,609,1641047486
674,4,1,27,26,289,1641047514
675,3,2,39,41,269,1641047768
676,5,1,57,23,239,1641047879
677,5,1,26,45,45,1641047943
678,5,1,57,44,210,1641047978
679,2,1,39,21,721,1641048032
680,4,1,50,54,676,1641048048
681,4,1,25,25,411,1641048117
682,5,1,64,34,204,1641048123
683,3,2,27,34,461,1641048138
684,5,1,17,44,957,1641048174
685,4,1,35,38,660,1641048194
686,4,1,58,50,300,1641048195
687,4,2,71,55,886,1641048237
688,4,2,17,29,753,1641048238
689,4,1,49,36,908,1641048282
690,5,1,40,32,260,1641048290
691,5,1,39,39,147,1641048318
692,3,1,56,42,122,1641048359
693,5,2,36,34,568,1641048413
694,5,3,52,31,488,1641048442
695,2,1,16,41,2,1641048510
696,5,1,34,40,886,1641048598
697,4,2,43,29,334,1641048607
698,1,1,66,23,548,1641048672
699,2,1,68,38,983,1641048765
700,3,2,69,33,739,1641048830
701,2,1,69,48,612,1641048850
702,5,1,58,26,487,1641048867
703,5,3,37,29,286,1641048881
704,5,1,63,23,389,1641048894
705,3,2,40,23,373,1641048935
706,4,1,36,21,615,1641048952
707,4,2,48,48,965,1641048989
708,5,1,39,67,28,1641048992
709,5,2,42,22,871,1641049037
710,5,2,58,37,14,1641049038
711,5,1,66,34,574,1641049072
712,5,1,45,14,203,1641049120
713,4,1,51,38,164,1641049136
714,4,2,70,28,67,1641049232
715,5,1,52,32,537,1641049242
716,3,1,50,33,75,1641049309
717,4,1,30,34,467,1641049338
718,5,1,46,29,460,1641049366
719,5,1,50,37,694,1641049435
720,3,1,6,26,311,1641049442
721,4,1,41,32,731,1641049495
722,5,1,8,23,925,1641049572
723,2,2,47,32,415,1641049581
724,4,3,57,34,593,1641049690
725,5,1,25,34,717,1641049722
726,2,1,66,34,742,1641049816
727,4,2,58,38,899,1641049863
728,3,2,44,28,293,1641050000
729,5,1,18,43,998,1641050026
730,3,2,34,23,82,1641050096
731,5,1,83,31,269,1641050097
732,5,1,44,30,453,1641050160
733,5,2,51,33,487,1641050188
734,5,2,43,44,106,1641050212
735,5,1,37,50,982,1641050216
736,5,1,20,5,198,1641050295
737,4,3,42,26,880,1641050350
738,5,1,26,24,909,1641050356
739,3,1,62,31,496,1641050373
740,3,2,54,21,826,1641050405
741,5,1,25,16,763,1641050492
742,4,3,15,37,1001,1641050573
743,4,1,58,26,640,1641050630
744,3,2,51,34,105,1641050643
745,4,4,66,24,469,1641050695
746,2,2,33,22,298,1641050696
747,4,2,65,30,81,1641050697
748,4,1,51,28,957,1641050719
749,4,1,48,16,473,1641050719
750,5,1,24,37,513,1641050730
751,4,2,31,17,341,1641050773
752,2,2,41,41,785,1641050931
753,4,1,42,20,743,1641051023
754,4,1,60,25,303,1641051035
755,4,3,8,45,3,1641051067
756,3,1,40,43,791,1641051096
757,3,1,60,38,366,1641051247
758,4,1,67,33,835,1641051318
759,4,1,39,10,494,1641051342
760,5,1,43,24,392,1641051379
761,4,1,39,28,183,1641051572
762,4,1,49,37,434,1641051632
763,5,1,62,32,279,1641051634
764,5,1,78,39,454,1641051641
765,5,1,37,26,634,1641051648
766,4,2,55,40,293,1641051686
767,4,1,32,50,397,1641051705
768,4,1,45,48,864,1641051733
769,2,1,41,31,432,1641051735
770,1,1,45,42,784,1641051750
771,4,1,37,44,408,1641051766
772,4,1,57,24,454,1641051811
773,2,1,30,19,341,1641051864
774,3,1,37,33,865,1641051866
775,4,1,55,24,758,1641051902
776,5,1,55,20,421,1641051928
777,4,1,42,31,405,1641051950
778,5,1,20,31,757,1641051991
779,3,2,40,25,831,1641052065
780,3,2,59,38,723,1641052109
781,5,1,41,26,853,1641052159
782,5,1,55,31,307,1641052185
783,4,2,68,35,1000,1641052242
784,5,2,69,19,442,1641052270
785,4,1,44,39,757,1641052359
786,5,1,27,17,793,1641052440
787,5,1,56,38,325,1641052557
788,4,1,56,24,622,1641052581
789,1,2,36,47,1007,1641052705
790,5,1,26,38,35,1641052810
791,5,1,60,40,81,1641053034
792,4,1,64,48,867,1641053147
793,4,1,18,36,488,1641053149
794,4,1,80,26,430,1641053208
795,1,2,49,22,22,1641053263
796,4,1,40,30,843,1641053318
797,5,1,71,27,613,1641053505
798,5,1,43,47,381,1641053766
799,3,1,37,18,821,1641053788
800,4,1,50,27,152,1641053884
801,4,2,44,25,660,1641054006
802,5,1,61,45,854,1641054293
803,4,1,46,46,171,1641054316
804,5,1,38,25,33,1641054353
805,4,1,43,69,752,1641054453
806,3,1,75,46,675,1641054639
807,3,1,29,41,214,1641054793
808,5,5,60,32,307,1641054807
809,4,3,40,24,638,1641054839
810,3,1,38,28,618,1641054934
811,2,2,56,18,876,1641054954
812,3,1,53,44,672,1641054967
813,5,1,50,44,52,1641054972
814,5,1,38,31,267,1641054992
815,4,1,59,27,552,1641055055
816,4,1,31,32,941,1641055124
817,3,1,37,39,510,1641055180
818,2,1,43,39,469,1641055220
819,3,1,58,32,806,1641055317
820,4,3,32,26,896,1641055467
