incidentid,priority,cars,length,backlog,location,epoch
181,4,1,38,34,1281,1641026600
182,4,1,34,35,1472,1641026613
183,4,2,58,33,247,1641026655
184,3,1,40,26,926,1641026685
185,4,1,30,10,1275,1641026686
186,5,1,53,16,1188,1641026706
187,3,1,25,30,720,1641026712
188,5,1,18,22,1379,1641026745
189,5,1,54,27,1070,1641026832
190,4,1,24,10,758,1641026872
191,4,2,67,37,830,1641026939
192,5,1,55,19,114,1641026964
193,4,1,76,21,155,1641026971
194,3,1,37,26,159,1641027010
195,5,1,35,31,952,1641027083
196,4,1,5,25,513,1641027151
197,4,3,47,35,1292,1641027177
198,4,1,60,27,448,1641027225
199,3,1,81,14,520,1641027235
200,4,1,29,19,904,1641027327
201,4,2,48,27,1322,1641027336
202,5,1,54,20,29,1641027392
203,5,1,29,34,78,1641027451
204,5,1,46,35,163,1641027475
205,3,2,60,39,40,1641027482
206,4,1,66,28,557,1641027538
207,4,1,61,17,1017,1641027605
208,3,1,18,28,1364,1641027610
209,2,1,46,27,969,1641027614
210,4,1,58,44,101,1641027766
211,4,1,42,26,1173,1641027807
212,5,3,48,19,1041,1641027892
213,4,1,44,32,1161,1641028022
214,5,2,37,28,1336,1641028030
215,4,1,63,20,336,1641028037
216,4,1,50,46,520,1641028064
217,4,1,65,8,984,1641028095
218,5,2,47,12,1400,1641028100
219,4,1,42,22,544,1641028102
220,5,1,51,36,220,1641028118
221,5,1,7,47,1370,1641028137
222,3,1,34,28,783,1641028268
223,3,1,50,47,32,1641028304
224,4,1,52,27,598,1641028312
225,5,2,73,29,659,1641028328
226,3,2,32,46,1444,1641028394
227,5,3,47,21,437,1641028398
228,5,1,65,11,340,1641028436
229,4,2,53,36,1270,1641028437
230,5,1,44,12,134,1641028493
231,4,1,45,37,1353,1641028496
232,2,2,52,19,1298,1641028511
233,5,1,21,32,1371,1641028548
234,3,1,42,32,970,1641028579
235,3,1,69,25,1473,1641028603
236,5,2,35,30,1041,1641028605
237,5,1,53,40,1062,1641028605
238,3,1,26,17,1327,1641028613
239,4,1,34,30,1363,1641028760
240,4,2,59,32,883,1641028784
241,4,1,55,19,13,1641028839
242,2,4,39,29,436,1641028897
243,4,1,52,36,796,1641028950
244,3,3,63,21,3,1641028992
245,5,1,59,31,170,1641028993
246,4,1,38,40,1104,1641029007
247,4,1,58,25,439,1641029065
248,5,1,50,49,24,1641029133
249,5,3,41,30,490,1641029144
250,4,1,59,29,97,1641029172
251,4,1,25,26,1395,1641029194
252,2,1,30,14,1255,1641029236
253,5,1,45,27,811,1641029269
254,2,1,49,20,407,1641029318
255,4,1,40,46,783,1641029364
256,5,2,48,37,1382,1641029482
257,4,3,40,35,537,1641029491
258,5,2,47,14,717,1641029508
259,4,1,10,38,898,1641029618
260,3,3,25,38,370,1641029644
261,4,1,27,39,518,1641029674
262,4,1,50,17,163,1641029683
263,4,1,59,31,1139,1641029703
264,5,2,49,22,600,1641029718
265,4,1,54,37,1317,1641029748
266,4,2,74,29,233,1641029762
267,5,1,50,11,701,1641029880
268,5,2,54,36,768,1641029893
269,4,1,23,21,149,1641029936
270,3,1,44,12,1107,1641029940
271,2,1,57,32,1454,1641030001
272,3,1,32,55,1416,1641030018
273,4,2,44,47,1310,1641030019
274,5,2,57,45,233,1641030023
275,5,1,23,30,965,1641030275
276,3,1,62,31,1263,1641030291
277,3,2,46,23,511,1641030316
278,5,2,32,45,233,1641030357
279,4,1,50,14,835,1641030485
280,4,4,45,28,617,1641030677
281,4,1,64,33,729,1641030694
282,2,1,32,32,700,1641030709
283,3,1,36,32,1083,1641030719
284,5,2,67,34,5,1641030736
285,5,1,54,49,671,1641030736
286,4,1,49,29,1087,1641030879
287,4,4,40,23,689,1641030930
288,5,1,84,37,940,1641031095
289,4,1,8,32,1466,1641031204
290,3,2,54,29,243,1641031250
291,4,1,47,18,841,1641031266
292,5,1,46,35,1001,1641031298
293,4,2,54,55,442,1641031320
294,5,2,65,23,1227,1641031370
295,5,1,34,32,1410,1641031370
296,3,1,45,39,395,1641031439
297,4,3,48,36,532,1641031526
298,2,1,69,48,463,1641031536
299,4,1,54,22,195,1641031540
300,4,1,57,17,1272,1641031566
301,4,1,38,38,41,1641031577
302,4,1,23,26,1036,1641031625
303,5,1,45,33,1141,1641031717
304,3,1,36,8,802,1641031739
305,5,1,41,24,130,1641031762
306,5,1,32,47,1493,1641031809
307,5,1,21,48,1073,1641031893
308,2,2,16,38,1474,1641031893
309,4,1,24,16,1008,1641032035
310,5,1,46,46,782,1641032105
311,3,1,55,28,534,1641032159
312,2,4,73,33,1026,1641032174
313,5,2,42,23,666,1641032211
314,4,1,18,37,171,1641032211
315,4,1,62,40,1340,1641032227
316,4,2,47,35,196,1641032229
317,5,1,52,21,321,1641032263
318,3,1,17,32,816,1641032274
319,4,1,25,33,1346,1641032298
320,4,1,22,16,793,1641032299
321,3,1,25,38,1479,1641032301
322,4,1,59,38,249,1641032409
323,4,1,33,12,45,1641032412
324,3,1,42,19,1216,1641032496
325,4,1,54,22,36,1641032511
326,5,1,23,36,1196,1641032540
327,4,2,45,24,1049,1641032604
328,5,1,40,45,1409,1641032632
329,3,1,38,38,1014,1641032692
330,5,2,61,18,1258,1641032718
331,5,1,65,30,1490,1641032719
332,5,2,44,34,190,1641032742
333,3,2,48,43,1033,1641032759
334,4,3,53,37,1184,1641032784
335,5,1,26,33,1433,1641032826
336,5,3,48,32,569,1641032922
337,4,2,54,33,1136,1641032922
338,5,2,31,41,338,1641032931
339,4,2,49,37,157,1641032949
340,4,1,16,23,94,1641032973
341,2,1,49,7,841,1641033112
342,4,1,53,36,882,1641033218
343,4,2,53,38,772,1641033309
344,5,1,62,20,353,1641033361
345,5,1,42,13,219,1641033362
346,2,1,65,25,1355,1641033375
347,2,1,61,30,651,1641033393
348,4,1,64,34,604,1641033443
349,5,1,43,32,1490,1641033477
350,4,3,42,27,448,1641033551
351,1,1,76,45,1304,1641033595
352,4,2,61,37,1115,1641033653
353,4,1,46,24,1130,1641033720
354,3,2,30,16,779,1641033741
355,4,1,61,24,1285,1641033761
356,5,1,53,11,417,1641033847
357,5,2,31,36,1177,1641033851
358,4,1,45,31,1445,1641033871
359,5,1,18,49,61,1641033874
360,5,1,10,17,99,1641033877
361,5,2,44,23,263,1641033886
362,5,1,57,20,1283,1641033894
363,2,1,61,49,924,1641033904
364,5,1,50,25,1314,1641033947
365,5,1,70,37,525,1641034019
366,3,1,57,37,1416,1641034047
367,4,1,43,42,1292,1641034126
368,4,3,48,29,1464,1641034162
369,4,1,57,22,184,1641034201
370,5,1,57,8,588,1641034205
371,3,1,12,48,48,1641034275
372,3,3,47,30,1406,1641034278
373,1,1,41,36,552,1641034292
374,5,2,64,10,184,1641034292
375,5,1,61,35,1445,1641034327
376,5,1,25,33,414,1641034406
377,3,1,51,14,703,1641034454
378,2,1,49,23,260,1641034512
379,2,3,48,23,1192,1641034570
380,1,1,59,30,162,1641034581
381,4,1,57,35,1278,1641034595
382,3,1,37,17,577,1641034703
383,5,2,20,32,157,1641034710
384,4,2,29,20,1462,1641034800
385,4,3,29,49,848,1641034828
386,2,1,38,27,742,1641034863
387,4,1,43,25,379,1641034923
388,5,1,31,14,280,1641034979
389,5,1,21,19,1294,1641035021
390,4,2,31,34,586,1641035038
391,2,1,43,15,913,1641035113
392,3,1,34,24,1155,1641035213
393,3,1,14,49,131,1641035280
394,5,1,59,36,1275,1641035287
395,3,3,39,45,609,1641035305
396,4,1,73,40,431,1641035323
397,4,1,49,53,738,1641035377
398,4,1,31,12,606,1641035600
399,1,1,42,30,274,1641035641
400,3,1,39,31,928,1641035647
401,5,2,55,25,819,1641035704
402,4,1,63,23,345,1641035721
403,4,2,36,35,901,1641035783
404,4,1,66,23,897,1641035877
405,2,1,41,26,21,1641035895
406,5,2,30,30,272,1641035904
407,4,1,66,21,607,1641036031
408,4,1,57,20,202,1641036070
409,3,1,58,64,138,1641036090
410,5,1,68,14,322,1641036096
411,5,2,45,17,526,1641036154
412,4,1,32,21,1408,1641036158
413,5,1,51,37,491,1641036236
414,5,1,33,30,79,1641036322
415,4,2,53,47,916,1641036518
416,3,1,62,34,1058,1641036521
417,5,1,12,23,882,1641036565
418,3,1,48,45,896,1641036612
419,5,1,31,26,661,1641036702
420,5,1,67,36,804,1641036749
421,4,1,42,30,944,1641036802
422,4,2,23,35,167,1641036821
423,4,1,20,30,808,1641036828
424,4,1,69,27,1077,1641036851
425,4,1,47,34,29,1641036927
426,3,2,43,28,731,1641037028
427,5,1,58,47,1056,1641037035
428,5,1,60,33,751,1641037068
429,5,2,40,39,619,1641037085
430,4,1,59,22,737,1641037142
431,5,1,41,48,1090,1641037149
432,2,2,52,22,817,1641037197
433,5,1,29,32,396,1641037255
434,4,1,54,18,1491,1641037302
435,3,1,36,21,136,1641037304
436,3,1,64,31,851,1641037316
437,5,2,62,42,1127,1641037375
438,4,1,67,34,1296,1641037392
439,3,1,38,35,426,1641037392
440,5,2,69,41,224,1641037505
441,4,1,46,43,292,1641037506
442,5,2,64,37,146,1641037635
443,5,3,58,32,693,1641037813
444,5,1,69,28,920,1641037829
445,3,1,72,30,306,1641037853
446,4,2,40,30,1021,1641037925
447,4,2,53,35,1263,1641037956
448,5,1,35,36,817,1641037962
449,5,3,25,44,1192,1641038000
450,4,1,47,25,920,1641038016
451,3,1,24,10,1153,1641038058
452,4,1,30,24,1390,1641038100
453,3,1,29,34,1362,1641038211
454,3,1,37,51,962,1641038213
455,4,2,45,17,788,1641038291
456,3,1,53,33,303,1641038439
457,4,1,37,44,250,1641038578
458,3,1,44,30,1137,1641038619
459,4,1,63,31,323,1641038652
460,5,1,73,29,60,1641038660
461,5,1,48,33,769,1641038682
462,4,1,38,34,1068,1641038717
463,4,1,44,33,770,1641038775
464,4,1,41,36,227,1641038787
465,2,1,41,42,186,1641038817
466,5,3,32,30,1029,1641038861
467,4,1,66,18,280,1641038894
468,5,1,43,40,1201,1641038973
469,4,1,55,23,1247,1641038982
470,4,2,35,27,1431,1641038989
471,4,3,33,30,1158,1641039001
472,4,3,79,33,361,1641039002
473,4,1,49,12,29,1641039015
474,4,4,39,23,758,1641039060
475,5,1,57,22,1047,1641039076
476,4,2,34,20,489,1641039102
477,5,2,40,47,569,1641039110
478,4,1,52,39,1340,1641039124
479,5,1,29,31,1055,1641039125
480,3,1,47,40,1279,1641039143
481,4,1,54,15,1206,1641039171
482,4,1,41,16,503,1641039337
483,4,2,73,45,372,1641039412
484,5,2,17,22,1402,1641039413
485,5,2,18,27,1143,1641039441
486,5,1,67,60,114,1641039521
487,4,1,41,29,55,1641039590
488,5,1,72,39,1405,1641039810
489,4,1,80,23,472,1641039821
490,3,1,94,32,801,1641039837
491,5,1,29,32,564,1641039860
492,5,2,53,32,771,1641039869
493,4,1,39,36,454,1641039903
494,3,1,52,55,949,1641039935
495,2,1,65,22,179,1641040001
496,4,1,52,27,909,1641040028
497,5,1,44,36,386,1641040054
498,3,1,44,38,521,1641040084
499,3,1,33,29,1501,1641040117
500,5,1,39,17,1197,1641040183
501,1,3,50,31,27,1641040273
502,5,1,30,22,1108,1641040306
503,2,1,29,34,268,1641040309
504,4,1,59,25,710,1641040331
505,4,1,54,21,908,1641040439
506,4,1,47,35,1057,1641040450
507,3,1,44,31,404,1641040463
508,4,1,55,16,859,1641040498
509,1,1,15,30,645,1641040605
510,5,1,63,19,473,1641040618
511,3,1,50,27,128,1641040751
512,2,1,40,30,161,1641040754
513,5,1,20,13,1099,1641040796
514,3,2,30,8,1035,1641040850
515,5,2,35,21,1080,1641041019
516,1,2,48,48,1113,1641041043
517,5,1,59,38,844,1641041090
518,4,1,67,30,6,1641041101
519,3,1,43,33,1138,1641041112
520,5,2,37,27,453,1641041130
521,4,1,24,32,534,1641041188
522,1,1,56,18,1419,1641041210
523,4,2,51,35,224,1641041264
524,4,1,34,37,456,1641041333
525,3,2,17,36,1010,1641041358
526,5,1,31,30,506,1641041382
527,4,3,56,52,235,1641041407
528,5,1,63,17,788,1641041443
529,4,2,79,16,1398,1641041470
530,4,2,14,34,1453,1641041470
531,4,1,50,28,1091,1641041506
532,4,2,41,5,701,1641041524
533,1,1,42,42,1071,1641041611
534,5,1,44,36,1126,1641041663
535,4,2,52,26,1467,1641041714
536,5,3,33,29,1153,1641041765
537,2,1,40,23,164,1641041831
538,5,1,43,33,101,1641041859
539,5,1,54,29,1072,1641041896
540,4,5,39,44,261,1641041909
541,5,1,13,28,172,1641041911
542,5,1,60,34,128,1641041932
543,3,1,28,19,1207,1641042124
544,3,2,71,35,281,1641042131
545,3,1,76,44,934,1641042161
546,5,1,48,26,136,1641042178
547,5,2,17,38,1311,1641042186
548,5,1,47,19,371,1641042205
549,4,1,67,25,842,1641042299
550,4,1,43,37,731,1641042349
551,3,1,56,45,1046,1641042361
552,5,1,70,18,1111,1641042404
553,4,2,53,31,1248,1641042432
554,5,3,52,37,1366,1641042452
555,4,2,44,39,1049,1641042455
556,2,3,42,37,1025,1641042473
557,4,1,48,14,785,1641042484
558,4,1,65,26,1013,1641042494
559,5,3,64,26,1243,1641042496
560,4,1,58,46,1241,1641042538
561,4,1,52,40,1,1641042539
562,3,1,42,35,388,1641042586
563,4,3,28,23,781,1641042605
564,5,1,48,36,1438,1641042630
565,3,3,32,18,1434,1641042636
566,5,1,48,13,510,1641042682
567,5,1,45,42,1032,1641042701
568,5,1,87,20,1273,1641042710
569,4,1,32,47,1121,1641042826
570,5,1,40,23,544,1641042933
571,4,1,38,39,496,1641042942
572,4,1,29,50,114,1641042942
573,5,1,63,40,1483,1641042986
574,5,1,43,35,1496,1641043027
575,5,1,43,31,277,1641043029
576,4,1,64,33,45,1641043092
577,4,1,14,23,309,1641043139
578,5,1,11,26,58,1641043141
579,5,1,62,23,1346,1641043230
580,4,1,24,38,860,1641043274
581,2,1,55,19,1085,1641043292
582,4,1,10,40,611,1641043299
583,5,1,38,33,245,1641043340
584,3,1,34,13,723,1641043375
585,3,1,42,42,498,1641043381
586,5,2,31,17,784,1641043383
587,3,1,47,14,1344,1641043407
588,4,1,57,35,831,1641043414
589,3,2,59,28,758,1641043424
590,3,2,37,43,85,1641043524
591,4,1,59,40,755,1641043572
592,3,1,24,44,660,1641043573
593,5,1,32,38,597,1641043577
594,2,1,59,34,174,1641043578
595,5,1,59,28,1333,1641043737
596,4,1,52,23,847,1641043763
597,3,1,52,38,697,1641043780
598,3,1,67,28,1120,1641043918
599,4,1,62,40,794,1641043932
600,5,1,35,29,1414,1641043936
601,3,1,60,41,816,1641043945
602,5,1,96,24,1490,1641044056
603,4,1,40,54,563,1641044076
604,3,1,34,43,417,1641044142
605,5,2,59,45,907,1641044176
606,4,2,58,24,1315,1641044215
607,3,1,51,27,930,1641044230
608,5,1,60,50,413,1641044230
609,4,1,39,43,938,1641044289
610,4,2,63,30,1473,1641044356
611,1,1,58,38,291,1641044367
612,4,1,52,17,1455,1641044369
613,3,1,60,32,726,1641044401
614,5,2,52,27,839,1641044539
615,4,1,23,31,994,1641044559
616,4,1,47,32,227,1641044564
617,5,3,54,44,1045,1641044650
618,5,1,39,7,813,1641044695
619,3,2,35,5,1494,1641044751
620,4,1,26,39,1279,1641044897
621,4,2,45,48,20,1641044931
622,4,1,70,28,222,1641044942
623,3,1,34,34,955,1641045051
624,4,1,51,30,424,1641045056
625,3,1,14,35,132,1641045081
626,3,1,34,21,423,1641045084
627,4,1,58,45,1289,1641045118
628,3,1,39,20,777,1641045139
629,2,1,49,20,53,1641045150
630,4,1,29,27,372,1641045209
631,4,1,10,55,498,1641045223
632,5,1,38,7,911,1641045267
633,3,1,22,41,1053,1641045272
634,5,5,37,40,1267,1641045308
635,3,1,50,38,1379,1641045343
636,2,1,54,34,977,1641045453
637,5,1,45,54,1194,1641045468
638,2,1,42,30,613,1641045480
639,5,1,27,17,804,1641045506
640,5,1,32,30,1130,1641045532
641,4,1,47,21,24,1641045618
642,2,2,47,10,1488,1641045649
643,4,1,9,32,805,1641045681
644,4,1,48,42,270,1641045811
645,3,2,63,28,1483,1641045826
646,4,1,39,26,804,1641045910
647,3,3,45,35,1444,1641045936
648,4,1,72,43,1034,1641045952
649,5,2,64,27,1359,1641045963
650,5,1,20,18,649,1641046031
651,5,1,47,30,560,1641046044
652,4,4,67,37,634,1641046073
653,5,1,26,21,472,1641046116
654,5,1,41,42,31,1641046126
655,5,1,56,41,309,1641046135
656,5,1,33,25,918,1641046155
657,4,1,70,35,1124,1641046228
658,4,1,35,34,294,1641046315
659,3,1,36,38,586,1641046331
660,4,4,30,28,366,1641046349
661,4,1,70,10,486,1641046417
662,4,1,25,30,132,1641046450
663,3,1,45,38,856,1641046482
664,5,1,50,40,938,1641046534
665,2,1,41,15,62,1641046656
666,4,1,63,26,1132,1641046734
667,1,1,55,32,1102,1641046763
668,4,1,35,27,832,1641046797
669,2,1,32,24,544,1641046855
670,2,1,22,19,1403,1641046869
671,4,1,61,23,474,1641046910
672,4,1,28,46,962,1641046937
673,4,1,16,21,1247,1641047029
674,4,2,46,20,1341,1641047059
675,4,1,38,25,1451,1641047065
676,4,1,30,20,73,1641047078
677,5,1,23,28,996,1641047208
678,5,1,31,36,431,1641047224
679,5,1,35,33,1125,1641047242
680,4,1,63,33,464,1641047314
681,5,1,45,9,145,1641047335
682,4,1,27,41,364,1641047351
683,4,3,44,32,510,1641047356
684,4,1,63,30,538,1641047364
685,5,2,43,35,501,1641047379
686,5,2,54,26,1468,1641047392
687,5,1,34,29,487,1641047420
688,3,1,60,28,398,1641047431
689,4,4,57,39,9,1641047431
690,4,1,83,37,389,1641047489
691,5,1,25,34,379,1641047496
692,4,1,37,34,645,1641047510
693,3,1,42,42,1310,1641047586
694,4,1,47,43,1384,1641047615
695,3,5,33,23,898,1641047629
696,4,1,45,16,1437,1641047767
697,2,3,35,28,492,1641047825
698,5,1,32,24,81,1641047847
699,4,1,42,29,735,1641047856
700,3,1,78,31,370,1641047902
701,4,1,71,33,1473,1641047994
702,3,1,61,28,881,1641048005
703,4,2,39,31,995,1641048033
704,4,3,40,31,1191,1641048048
705,5,2,61,29,250,1641048120
706,5,2,18,31,282,1641048193
707,5,2,53,39,32,1641048208
708,1,1,45,30,1196,1641048272
709,4,1,19,33,773,1641048294
710,3,1,60,20,728,1641048363
711,4,1,33,28,1045,1641048393
712,1,1,40,56,607,1641048427
713,5,1,49,36,725,1641048461
714,5,1,55,41,250,1641048554
715,4,2,33,30,340,1641048599
716,3,1,64,26,955,1641048605
717,2,2,53,31,953,1641048785
718,5,1,60,20,109,1641048789
719,5,3,37,25,502,1641048812
720,4,2,38,25,778,1641048846
721,2,1,34,34,1484,1641048850
722,4,2,67,37,1414,1641048932
723,2,1,33,38,854,1641048966
724,3,1,31,19,109,1641048986
725,4,1,54,41,730,1641049009
726,5,2,37,19,1183,1641049010
727,3,2,61,5,1317,1641049026
728,4,1,44,28,185,1641049055
729,4,1,52,48,1204,1641049064
730,5,4,23,30,1054,1641049105
731,4,2,50,36,30,1641049111
732,3,1,24,39,902,1641049223
733,5,1,26,26,919,1641049236
734,4,1,58,41,1134,1641049249
735,5,1,48,17,683,1641049252
736,5,1,63,36,214,1641049341
737,5,1,35,38,1138,1641049362
738,5,1,27,23,145,1641049600
739,2,2,65,40,557,1641049619
740,5,1,53,48,255,1641049740
741,2,4,52,36,1099,1641049782
742,4,1,72,33,557,1641049796
743,5,1,80,39,951,1641049841
744,5,1,51,26,72,1641049916
745,1,1,22,28,873,1641049923
746,3,1,41,31,1323,1641050066
747,3,2,44,25,61,1641050188
748,2,1,59,29,798,1641050309
749,4,1,68,28,397,1641050385
750,4,1,57,45,1262,1641050385
751,5,1,28,34,1196,1641050399
752,2,2,43,26,523,1641050490
753,5,2,36,33,1410,1641050522
754,5,1,35,34,855,1641050578
755,5,1,32,39,1220,1641050603
756,1,1,59,22,182,1641050613
757,5,1,49,16,1370,1641050695
758,3,1,44,25,1341,1641050736
759,3,1,49,37,950,1641050831
760,5,1,73,37,1480,1641050873
761,5,3,23,43,847,1641050879
762,3,1,67,39,425,1641050970
763,5,1,30,28,596,1641051086
764,5,1,64,38,149,1641051113
765,3,3,60,38,653,1641051201
766,2,3,42,27,369,1641051331
767,5,1,49,29,172,1641051358
768,4,1,33,24,103,1641051378
769,5,2,67,44,1393,1641051449
770,4,1,39,37,287,1641051478
771,5,1,37,17,690,1641051514
772,3,1,36,22,661,1641051640
773,3,1,79,29,352,1641051681
774,5,2,49,42,15,1641051723
775,4,1,38,36,259,1641051730
776,5,1,32,35,583,1641051805
777,5,1,53,37,942,1641051854
778,2,1,55,24,735,1641051856
779,3,1,46,30,1284,1641051931
780,5,2,49,43,995,1641052001
781,4,1,51,39,896,1641052009
782,5,1,33,34,1384,1641052074
783,4,1,60,40,489,1641052108
784,2,2,62,41,1053,1641052121
785,5,1,49,31,431,1641052135
786,5,1,51,39,742,1641052143
787,5,1,46,35,88,1641052163
788,5,1,44,55,160,1641052197
789,4,3,27,20,542,1641052218
790,5,1,45,5,532,1641052225
791,5,2,8,28,711,1641052321
792,5,1,41,34,306,1641052326
793,5,1,30,40,806,1641052329
794,5,1,58,22,790,1641052379
795,4,2,37,31,1247,1641052455
796,4,1,61,31,1140,1641052499
797,5,1,34,38,1238,1641052537
798,4,1,46,34,339,1641052654
799,4,2,50,16,1016,1641052661
800,2,1,64,15,390,1641052811
801,4,1,18,24,175,1641052818
802,4,1,52,25,117,1641052882
803,3,1,64,37,150,1641052913
804,5,4,38,25,135,1641053006
