incidentid,priority,cars,length,backlog,location,epoch
136,3,3,41,34,930,1647512083
137,4,1,48,24,145,1647512106
138,4,1,39,11,227,1647512163
139,1,1,46,23,1788,1647512217
140,3,1,7,41,1729,1647512652
141,3,1,73,37,1488,1647512815
142,3,4,7,10,857,1647512862
143,4,2,33,57,891,1647512970
144,4,2,17,37,1036,1647512994
145,1,1,25,33,1525,1647513007
146,1,2,24,41,1035,1647513124
147,4,2,11,26,381,1647513226
148,3,1,41,39,867,1647513440
149,4,1,76,36,1228,1647513458
150,3,2,16,33,1447,1647513781
151,3,1,16,31,329,1647513843
152,4,1,10,60,712,1647513889
153,2,1,15,37,973,1647513936
154,4,1,2,36,836,1647514001
155,3,2,19,16,1252,1647514055
156,1,2,69,42,1005,1647514147
157,2,3,27,19,1254,1647514152
158,4,1,62,31,1005,1647514219
159,4,2,31,34,1165,1647514263
160,3,2,26,24,767,1647514324
161,4,1,3,43,1326,1647514352
162,4,2,18,58,804,1647514355
163,3,1,43,49,1967,1647514438
164,3,2,43,38,2014,1647514500
165,4,1,83,48,652,1647514611
166,3,2,32,46,890,1647514617
167,4,2,11,22,764,1647514818
168,4,2,57,41,870,1647514904
169,4,1,13,15,866,1647515001
170,4,1,20,27,1001,1647515008
171,3,1,28,37,460,1647515010
172,4,1,9,22,1102,1647515075
173,1,3,44,38,1381,1647515110
174,4,1,68,58,581,1647515115
175,3,1,26,28,1307,1647515143
176,3,1,39,29,206,1647515199
177,1,2,78,43,820,1647515243
178,4,1,37,23,1226,1647515268
179,3,1,10,20,149,1647515362
180,4,1,30,28,532,1647515511
181,4,1,17,50,893,1647515532
182,4,2,15,29,1380,1647515537
183,4,1,29,28,436,1647515626
184,4,1,31,50,923,1647515782
185,4,1,39,46,890,1647515916
186,4,2,23,41,1660,1647515946
187,3,1,2,29,1224,1647516021
188,3,1,33,17,475,1647516130
189,4,1,41,33,922,1647516161
190,1,1,6,18,840,1647516179
191,4,1,28,62,1045,1647516249
192,3,1,40,22,975,1647516489
193,2,1,8,37,263,1647516511
194,3,1,26,56,1006,1647516564
195,3,1,60,20,1007,1647516764
196,4,1,19,28,1019,1647516780
197,3,1,14,16,1093,1647516864
198,4,2,8,29,1160,1647516961
199,3,1,32,41,1162,1647516980
200,2,1,16,18,980,1647517061
201,3,2,49,46,808,1647517132
202,4,2,26,46,929,1647517136
203,4,1,41,34,1023,1647517187
204,1,1,82,57,684,1647517188
205,4,1,8,31,1688,1647517332
206,2,2,20,13,720,1647517410
207,3,1,29,17,1012,1647517802
208,3,1,77,19,893,1647517931
209,3,1,14,55,1198,1647517958
210,2,1,18,12,651,1647517979
211,4,1,10,22,1097,1647518077
212,3,1,9,34,869,1647518081
213,3,1,51,37,809,1647518121
214,2,1,39,17,1164,1647518149
215,3,2,32,42,710,1647518296
216,3,2,79,19,1330,1647518449
217,3,1,3,38,1029,1647518486
218,3,1,20,42,1044,1647518541
219,2,1,23,33,1333,1647518552
220,2,2,6,34,1622,1647518571
221,3,1,12,46,960,1647518634
222,3,1,86,48,1044,1647518675
223,2,1,73,59,1464,1647518765
224,3,1,25,31,1065,1647518767
225,4,2,35,22,934,1647519036
226,3,1,18,13,169,1647519051
227,2,1,34,33,540,1647519229
228,4,2,10,25,740,1647519344
229,2,1,29,45,660,1647519383
230,3,1,41,22,346,1647519401
231,3,2,33,41,1170,1647519502
232,3,1,99,33,35,1647519520
233,4,2,17,60,1586,1647519558
234,3,1,39,46,930,1647519816
235,2,1,14,16,1290,1647519839
236,2,2,26,22,1890,1647520031
237,4,2,64,15,1077,1647520210
238,2,1,2,27,990,1647520234
239,3,1,66,12,1826,1647520248
240,4,1,45,19,1039,1647520325
241,3,1,71,17,1660,1647520489
242,4,2,4,62,678,1647520659
243,4,1,14,75,1074,1647520671
244,4,1,6,49,760,1647520756
245,1,2,6,12,750,1647520858
246,3,1,48,51,190,1647520948
247,3,1,43,43,945,1647520965
248,3,2,24,64,536,1647520971
249,2,1,45,59,1159,1647521056
250,4,1,10,29,319,1647521192
251,2,1,21,45,313,1647521280
252,4,2,16,25,1531,1647521303
253,2,1,96,63,1191,1647521310
254,3,2,3,48,592,1647521470
255,4,3,47,43,1080,1647521544
256,3,1,57,67,983,1647521722
257,4,2,41,32,1307,1647521738
258,3,2,58,53,1230,1647521787
259,2,1,50,35,521,1647521820
260,4,1,7,49,764,1647521895
261,2,1,57,51,1095,1647521924
262,3,1,2,43,952,1647522039
263,1,1,12,34,1018,1647522099
264,3,1,15,14,1000,1647522171
265,4,1,32,16,555,1647522233
266,3,1,12,36,1006,1647522335
267,3,1,32,33,829,1647522356
268,3,1,44,14,1101,1647522418
269,2,1,16,47,1035,1647522478
270,4,2,9,49,1307,1647522689
271,3,1,28,53,239,1647522738
272,3,2,12,32,70,1647522808
273,3,1,37,45,497,1647522847
274,3,1,50,33,1163,1647522883
275,4,1,35,53,1226,1647522934
276,4,1,32,60,1756,1647523002
277,4,4,33,13,1268,1647523024
278,4,1,34,38,990,1647523052
279,3,2,77,61,259,1647523092
280,3,2,23,29,1768,1647523092
281,4,1,33,25,352,1647523107
282,4,1,29,20,175,1647523173
283,3,1,23,23,1221,1647523432
284,3,1,31,40,866,1647523478
285,2,2,12,33,447,1647523736
286,4,2,44,19,1043,1647523744
287,3,1,17,24,890,1647523768
288,3,2,12,21,836,1647523889
289,2,2,46,56,106,1647523891
290,3,3,8,39,861,1647523951
291,4,1,62,53,1047,1647524189
292,4,1,23,47,179,1647524196
293,2,1,8,35,1005,1647524252
294,4,2,2,29,930,1647524257
295,4,1,92,10,891,1647524323
296,3,1,35,18,568,1647524329
297,4,2,82,48,526,1647524353
298,3,1,38,11,681,1647524407
299,2,1,49,36,343,1647524465
300,4,1,27,38,1331,1647524473
301,3,1,36,33,1489,1647524507
302,3,1,17,31,1011,1647524588
303,3,2,7,24,1462,1647524689
304,2,2,28,46,1159,1647524860
305,4,1,85,36,1252,1647524863
306,2,3,36,11,1663,1647524964
307,3,1,22,54,973,1647524981
308,4,1,32,12,776,1647525000
309,2,1,42,58,411,1647525080
310,4,1,67,53,1315,1647525270
311,2,1,54,24,1075,1647525537
312,3,1,29,51,759,1647525786
313,4,2,68,38,525,1647525805
314,3,2,29,34,689,1647525848
315,4,1,30,35,750,1647525872
316,2,1,10,34,568,1647526168
317,4,1,52,22,1095,1647526177
318,3,1,48,29,555,1647526184
319,4,1,18,54,1447,1647526221
320,4,1,50,45,1228,1647526350
321,4,1,24,13,1132,1647526359
322,3,1,20,31,1228,1647526479
323,3,1,59,50,775,1647526481
324,4,1,38,45,1736,1647526484
325,4,1,17,24,859,1647526555
326,4,2,47,41,537,1647526574
327,2,3,17,36,1189,1647526694
328,4,1,27,65,1490,1647526768
329,4,1,36,36,1160,1647526931
330,3,2,14,41,1072,1647526979
331,4,3,39,21,865,1647527314
332,4,1,48,21,1127,1647527403
333,4,1,22,22,354,1647527418
334,3,1,28,28,1192,1647527497
335,4,1,10,67,1089,1647527597
336,4,1,77,43,975,1647527621
337,4,1,60,26,497,1647527651
338,4,1,61,46,832,1647527733
339,4,2,76,22,839,1647527854
340,4,2,77,39,741,1647527872
341,4,1,55,26,1194,1647527982
342,4,1,5,19,893,1647528071
343,4,1,29,21,1004,1647528273
344,3,2,86,25,993,1647528285
345,4,2,43,54,495,1647528315
346,3,1,22,56,1224,1647528378
347,4,1,5,29,1415,1647528703
348,3,2,14,19,1313,1647528741
349,4,2,7,22,1077,1647528803
350,4,1,29,19,1191,1647528867
351,4,1,54,48,764,1647529038
352,1,1,36,40,919,1647529285
353,3,1,11,41,1295,1647529299
354,3,1,44,48,1043,1647529304
355,4,1,23,41,1253,1647529449
356,3,1,22,11,1170,1647529603
357,3,1,16,26,660,1647529750
358,4,2,25,33,1041,1647529894
359,4,2,66,27,480,1647529928
360,2,1,23,44,921,1647530278
361,3,2,9,60,1249,1647530307
362,4,2,54,16,1035,1647530321
363,3,1,34,30,885,1647530381
364,3,1,4,38,626,1647530487
365,3,1,52,56,1776,1647530547
366,4,1,43,55,862,1647530558
367,4,1,6,36,1256,1647530565
368,3,1,25,31,1400,1647530595
369,3,1,24,16,761,1647530764
370,3,2,4,38,836,1647530846
371,3,1,39,38,491,1647530957
372,4,1,20,24,382,1647530990
373,2,1,38,58,1350,1647531145
374,4,2,29,38,901,1647531172
375,3,1,30,25,1200,1647531386
376,4,2,76,44,869,1647531458
377,3,1,48,33,900,1647531736
378,2,1,37,24,1694,1647531760
379,3,1,44,21,289,1647531785
380,4,2,25,43,1209,1647531795
381,2,1,57,26,599,1647532163
382,3,1,5,12,1131,1647532173
383,2,2,57,31,1374,1647532458
384,4,1,62,28,524,1647532860
385,4,2,34,43,316,1647533058
386,1,2,38,12,1258,1647533086
387,3,1,76,51,660,1647533142
388,4,1,16,42,1073,1647533160
389,4,1,30,29,831,1647533335
390,3,3,27,50,1418,1647533341
391,3,1,25,52,1182,1647533405
392,4,2,42,57,2013,1647533459
393,4,1,15,24,750,1647533653
394,4,1,40,34,354,1647533831
395,3,1,32,42,899,1647534035
396,3,1,31,44,599,1647534105
397,3,1,76,44,924,1647534132
398,3,2,3,13,777,1647534141
399,2,2,8,37,832,1647534342
400,4,2,10,28,1295,1647534499
401,1,1,34,34,475,1647534756
402,2,1,18,22,1081,1647535042
403,3,2,13,13,1165,1647535156
404,2,1,35,42,651,1647535748
405,3,1,31,31,737,1647535819
406,4,1,25,43,1118,1647535952
407,3,1,42,17,1230,1647536081
408,4,1,13,18,568,1647536283
409,3,2,19,18,329,1647536336
410,4,2,47,42,1307,1647536482
411,2,1,25,25,1306,1647536640
412,4,1,24,13,1395,1647536746
413,4,1,27,27,1489,1647537080
414,4,1,49,35,599,1647537318
415,4,1,104,22,1420,1647537634
416,1,1,5,21,690,1647537806
417,3,2,19,38,39,1647538095
418,4,3,80,23,1160,1647538235
419,2,1,28,48,736,1647538592
420,4,2,94,47,390,1647538772
421,4,1,60,16,716,1647538842
422,2,1,37,24,1142,1647538972
423,4,1,91,62,1667,1647539146
424,3,1,83,29,1253,1647539520
425,4,1,64,26,746,1647539655
426,4,1,4,33,1281,1647539725
427,3,1,6,42,1311,1647539801
428,4,1,62,39,1286,1647539938
429,4,2,70,31,930,1647540670
430,4,1,63,63,1228,1647540740
431,2,1,28,34,897,1647540858
432,3,1,35,19,1106,1647541035
433,2,2,29,33,1073,1647541116
434,3,1,13,43,1761,1647541429
435,4,1,71,43,1288,1647541594
436,3,1,32,15,975,1647541697
437,3,1,10,32,440,1647541934
438,4,1,38,54,773,1647542542
439,4,3,65,18,1076,1647542546
440,4,1,20,62,1049,1647542749
441,3,3,20,22,954,1647542752
442,3,1,40,24,877,1647542753
443,3,1,31,68,1104,1647542889
444,2,1,12,53,810,1647543362
445,2,1,24,26,1220,1647543719
446,4,1,69,15,720,1647544916
447,4,2,44,21,136,1647545390
448,4,1,18,25,862,1647545412
449,3,1,64,29,1044,1647545603
450,4,2,23,27,827,1647545816
451,3,1,19,88,555,1647545840
452,2,1,14,47,1008,1647545919
453,4,1,5,56,899,1647545926
454,3,2,37,44,1013,1647546115
455,4,1,16,30,1056,1647546310
456,3,1,41,32,1099,1647546864
457,4,1,23,34,804,1647547952
458,3,1,76,25,1959,1647548165
459,2,2,18,28,1307,1647548470
460,2,2,52,41,683,1647550400
461,2,2,6,24,1726,1647551369
462,4,1,8,18,718,1647551460
463,4,1,28,33,946,1647553177
464,4,1,23,42,445,1647553381
465,3,1,12,26,593,1647553433
466,4,2,10,61,2024,1647554094
467,4,2,15,29,1604,1647554160
468,3,3,38,53,1311,1647554245
469,1,1,39,39,877,1647554470
470,4,1,23,25,1315,1647554687
471,3,1,31,22,780,1647555044
472,2,4,1,59,1035,1647557298
473,3,3,41,24,1009,1647559964
474,3,2,48,21,998,1647568605
475,3,3,66,21,415,1647569586
476,2,2,27,28,869,1647569712
477,4,1,9,51,1023,1647571961
478,3,1,13,35,1257,1647572482
479,3,1,42,25,972,1647573410
480,3,2,5,27,1110,1647574897
481,4,1,40,33,1435,1647575178
482,3,1,40,34,1284,1647576394
483,3,1,13,28,921,1647576715
484,4,1,48,34,1028,1647579922
485,1,1,30,28,891,1647580397
486,3,1,49,33,929,1647580868
487,1,1,21,38,1306,1647581128
488,3,1,41,42,739,1647581255
489,3,1,54,17,555,1647581926
490,4,1,67,47,1228,1647582502
491,4,3,29,11,1447,1647582701
492,4,1,46,18,1219,1647582823
493,2,2,68,25,1281,1647583207
494,3,1,15,40,1163,1647583635
495,3,1,57,59,839,1647583655
496,3,1,21,21,1035,1647584193
497,3,1,59,67,599,1647584311
498,3,3,59,24,869,1647584575
499,2,2,67,22,32,1647584643
500,4,1,26,40,507,1647584858
501,4,1,32,45,1558,1647585034
502,3,1,100,55,566,1647585108
503,2,1,24,35,1863,1647585992
504,4,1,31,17,973,1647586089
505,4,1,15,36,1809,1647586481
506,4,1,32,37,1162,1647586659
507,3,1,31,30,1105,1647586898
508,2,2,9,35,510,1647586928
509,4,2,41,51,1437,1647586937
510,4,2,46,36,1090,1647587152
511,4,2,35,33,1307,1647587309
512,3,1,26,45,1436,1647587574
513,4,1,11,43,591,1647587648
514,2,1,3,16,1728,1647587787
515,3,2,1,25,1592,1647587934
516,3,1,20,11,1301,1647588058
517,4,1,30,20,509,1647588081
518,3,1,7,11,893,1647588565
519,3,2,110,34,1523,1647588725
520,4,1,45,59,1108,1647588743
521,4,1,18,32,1105,1647588786
522,4,1,45,25,1097,1647588874
523,4,2,47,25,947,1647589400
524,3,1,73,23,1435,1647589433
525,4,1,4,47,651,1647589558
526,4,1,63,40,1317,1647589645
527,2,1,20,34,317,1647589748
528,4,2,69,49,773,1647589818
529,3,1,38,20,800,1647590235
530,2,1,47,43,900,1647590593
531,4,1,17,50,501,1647591062
532,2,1,9,28,1045,1647591113
533,4,3,6,45,1078,1647591210
534,4,1,27,36,769,1647591508
535,4,1,51,44,651,1647591592
536,3,2,58,30,839,1647591599
537,3,1,52,41,775,1647591698
538,4,1,67,16,449,1647591700
539,4,1,2,53,863,1647591700
540,4,1,9,15,833,1647591955
541,1,3,33,36,862,1647592434
542,4,1,1,65,1192,1647592715
543,2,1,1,17,873,1647593115
544,4,1,6,56,831,1647593278
545,3,2,48,33,981,1647593320
546,4,1,50,43,1150,1647593391
547,4,1,11,25,117,1647593488
548,2,2,9,38,1164,1647593596
549,4,2,12,29,1227,1647593711
550,3,3,28,35,1580,1647593744
551,3,1,43,51,1286,1647594021
552,2,1,71,52,1358,1647594125
553,3,2,26,41,800,1647594174
554,4,1,43,47,1032,1647594188
555,3,1,15,37,739,1647594326
556,3,1,21,25,836,1647594350
557,4,1,39,28,948,1647594372
558,3,1,6,48,748,1647594457
559,4,1,99,17,1363,1647594627
560,4,1,28,31,179,1647594653
561,4,1,18,56,904,1647594957
562,4,1,3,31,766,1647595011
563,3,2,26,49,944,1647595034
564,1,1,36,61,750,1647595086
565,4,2,86,24,1062,1647595223
566,4,3,52,18,1079,1647595232
567,3,4,12,38,965,1647595349
568,2,1,29,47,1162,1647595361
569,2,1,18,31,1469,1647595466
570,4,2,43,65,859,1647595588
571,2,1,99,63,735,1647595662
572,2,1,30,39,1139,1647595966
573,4,2,14,36,1078,1647596037
574,3,1,29,55,1044,1647596121
575,4,1,18,45,1376,1647596169
576,2,1,21,37,945,1647596271
577,3,1,34,13,1586,1647596316
578,4,2,35,21,1253,1647596479
579,4,1,21,35,829,1647596632
580,4,1,31,24,830,1647596669
581,3,2,22,61,545,1647596873
582,3,2,37,22,927,1647596902
583,3,1,54,36,1307,1647596990
584,2,1,4,54,1395,1647597003
585,3,3,36,41,1165,1647597118
586,3,1,24,28,216,1647597156
587,3,1,32,52,67,1647597458
588,2,1,4,47,891,1647597613
589,3,1,7,45,899,1647597631
590,4,1,28,31,1083,1647597786
591,3,1,18,39,1080,1647597842
592,4,1,24,33,1533,1647597858
593,1,1,63,30,867,1647598031
594,4,1,47,27,1247,1647598052
595,2,1,35,36,739,1647598128
596,3,2,98,53,466,1647598301
597,4,1,64,34,1193,1647598334
598,3,2,58,19,157,1647598420
599,2,1,23,21,1284,1647598447
600,2,1,53,25,1164,1647598703
601,4,2,17,52,930,1647598775
602,4,1,68,53,806,1647598825
603,4,1,61,58,919,1647598842
604,1,2,30,17,1448,1647598884
605,3,1,21,34,1163,1647598901
606,3,2,62,31,1067,1647598928
607,2,3,9,15,760,1647599238
608,3,1,34,33,1252,1647599245
609,4,2,33,25,955,1647599298
610,2,2,10,38,207,1647599412
611,4,1,2,50,1139,1647599443
612,4,1,81,36,1075,1647599631
613,4,1,16,40,1047,1647599754
614,3,1,15,56,1544,1647599908
615,1,1,64,37,9,1647599924
616,4,1,29,37,929,1647600077
617,3,1,38,22,1796,1647600218
618,3,3,10,30,67,1647600244
619,3,1,9,40,1137,1647600706
620,4,1,6,40,867,1647600708
621,2,1,36,35,465,1647600747
622,4,2,58,22,1080,1647600813
623,3,1,59,64,1493,1647601086
624,4,1,24,11,871,1647601095
625,4,2,15,21,501,1647601209
626,2,1,17,22,716,1647601210
627,4,1,20,70,832,1647601296
628,3,2,37,50,975,1647601509
629,2,4,26,47,1259,1647601535
630,2,1,13,44,1102,1647601588
631,4,2,55,32,1254,1647601611
632,3,1,18,25,522,1647601678
633,2,1,17,25,1249,1647601760
634,4,1,57,31,1002,1647601994
635,4,1,62,39,710,1647602009
636,4,1,89,47,982,1647602146
637,3,4,71,31,440,1647602194
638,2,1,78,31,1285,1647602202
639,4,1,24,34,896,1647602210
640,4,1,12,22,229,1647602260
641,1,2,12,11,1923,1647602283
642,3,1,16,26,861,1647602309
643,3,1,4,37,1976,1647602428
644,4,1,48,17,1789,1647602454
645,2,1,30,35,1276,1647602469
646,3,1,12,14,831,1647602568
647,3,1,17,31,1337,1647602775
648,3,2,59,43,475,1647602851
649,4,1,55,48,1074,1647602855
650,4,2,43,18,867,1647602896
651,3,1,31,51,914,1647602960
652,4,2,66,44,746,1647602994
653,4,2,30,44,1893,1647603182
654,3,2,25,27,1283,1647603207
655,3,1,15,43,1448,1647603388
656,4,1,74,34,686,1647603608
657,3,1,14,21,522,1647603656
658,4,2,44,61,1472,1647603668
659,4,2,14,72,774,1647603792
660,2,1,15,30,1253,1647603892
661,4,1,13,38,1187,1647603913
662,4,1,31,31,972,1647603940
663,3,1,35,19,1279,1647604024
664,4,2,28,28,890,1647604032
665,3,2,8,33,1007,1647604248
666,3,1,54,50,1505,1647604277
667,3,4,21,63,1353,1647604352
668,3,1,44,59,833,1647604474
669,3,1,84,29,260,1647604535
670,3,1,69,10,1233,1647604539
671,3,1,14,15,840,1647604607
672,4,2,3,35,1428,1647604656
673,4,2,10,23,546,1647604692
674,3,2,13,16,293,1647604823
675,3,1,1,31,1043,1647605015
676,3,1,41,21,1009,1647605130
677,4,1,36,13,1048,1647605159
678,3,1,19,22,998,1647605220
679,3,2,25,31,329,1647605270
680,3,1,10,29,1042,1647605304
681,1,1,36,23,1072,1647605360
682,3,1,33,28,1415,1647605476
683,1,1,8,17,297,1647605491
684,4,1,19,37,1808,1647605531
685,3,3,37,37,27,1647605588
686,3,1,8,40,58,1647605703
687,3,1,75,45,1026,1647605724
688,4,1,41,28,1159,1647605728
689,4,1,74,31,575,1647605746
690,3,1,46,38,535,1647605766
691,2,1,24,27,1157,1647605850
692,4,2,24,48,1319,1647605909
693,3,1,20,44,1000,1647605911
694,3,1,21,37,1046,1647605989
695,2,1,46,26,188,1647606007
696,1,1,61,42,29,1647606218
697,3,2,15,66,1295,1647606280
698,4,1,10,37,1252,1647606344
699,2,1,13,47,508,1647606491
700,2,1,32,21,447,1647606542
701,4,1,30,27,359,1647606869
702,2,1,48,10,1663,1647606926
703,4,1,26,65,1574,1647606955
704,3,1,58,31,720,1647607208
705,3,2,48,40,1109,1647607255
706,3,1,43,34,1005,1647607273
707,3,1,10,30,1006,1647607323
708,3,2,47,18,690,1647607338
709,4,2,4,43,1274,1647607351
710,3,1,2,41,1078,1647607370
711,4,1,31,58,1438,1647607544
712,4,2,9,35,896,1647607580
713,3,1,74,61,1164,1647607608
714,4,1,42,13,651,1647607660
715,4,2,39,27,971,1647607877
716,4,2,22,49,878,1647607951
717,4,1,13,53,650,1647608091
718,4,1,26,21,1909,1647608194
719,3,1,10,20,1788,1647608276
720,3,1,49,33,1104,1647608607
721,3,1,31,22,1268,1647608712
722,4,2,41,24,1164,1647608807
723,3,2,43,11,1078,1647608988
724,3,1,46,18,1050,1647609003
725,3,2,39,43,711,1647609007
726,2,1,45,41,506,1647609133
727,3,1,6,25,388,1647609173
728,4,1,25,40,1489,1647609441
729,4,3,75,76,506,1647609451
730,2,1,25,26,1191,1647609453
731,4,2,25,56,1766,1647609459
732,4,1,20,31,767,1647609524
733,3,1,7,30,960,1647609538
734,2,2,11,42,840,1647609594
735,2,1,91,34,1100,1647609710
736,4,1,35,43,893,1647609720
737,3,1,45,13,1055,1647609720
738,4,1,52,16,1045,1647609990
739,4,2,61,68,840,1647610001
740,4,1,23,63,1189,1647610055
741,4,1,66,16,1007,1647610089
742,3,1,30,13,1779,1647610166
743,3,3,40,17,1004,1647610204
744,3,1,25,74,837,1647610357
745,2,1,32,21,413,1647610362
746,4,1,42,27,760,1647610391
747,3,1,19,35,1318,1647610418
748,4,2,13,32,1372,1647610476
749,4,1,9,41,1519,1647610485
750,3,1,11,69,1224,1647610499
751,3,1,23,46,532,1647610595
752,3,1,28,27,1063,1647610623
753,4,1,61,50,1004,1647610641
754,3,1,26,35,1077,1647610667
755,3,2,15,42,733,1647610713
756,3,1,69,35,930,1647610766
757,3,3,35,57,649,1647610856
758,2,1,8,34,502,1647610902
759,3,1,27,38,1303,1647610949
760,4,1,73,35,1519,1647611012
761,3,1,35,15,750,1647611045
762,3,1,38,66,1159,1647611106
763,4,2,18,28,1487,1647611133
764,4,1,35,24,1169,1647611142
765,3,1,26,23,1288,1647611195
766,3,2,18,15,744,1647611261
767,4,1,36,39,1317,1647611380
768,4,2,45,47,1187,1647611630
769,3,1,54,22,738,1647611692
770,4,1,12,45,469,1647612008
771,4,2,29,47,1105,1647612125
772,4,3,2,36,1428,1647612143
773,2,1,67,13,1076,1647612603
774,4,2,43,23,1270,1647612604
775,2,1,55,46,1375,1647612614
776,3,1,38,25,407,1647612865
777,4,1,30,44,735,1647612923
778,4,3,31,36,898,1647612999
779,3,2,34,46,97,1647613047
780,3,3,23,15,1983,1647613076
781,4,1,65,13,1002,1647613189
782,3,1,16,79,811,1647613313
783,4,1,15,18,1039,1647613395
784,3,1,16,44,1460,1647613532
785,4,1,59,55,861,1647613546
786,3,2,66,30,929,1647613677
787,4,1,59,37,1289,1647613807
788,3,1,20,43,235,1647614000
789,4,1,27,52,1163,1647614009
790,3,1,53,51,1079,1647614297
791,3,1,9,40,202,1647614336
792,4,1,39,53,1918,1647614411
793,3,1,42,30,1133,1647614474
794,4,2,21,35,1307,1647614592
795,4,1,6,63,1194,1647614802
796,3,1,18,18,127,1647614820
797,4,1,13,23,592,1647614970
